,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,contributor_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,labels,trending,updated_github_id,gitlab_id,gitlab_url
207,flake-edit,a-kenji/flake-edit,Edit your flake inputs with ease.,development,https://github.com/a-kenji/flake-edit,https://github.com/a-kenji/flake-edit,MIT,2023-10-06 21:58:29,2025-12-24 12:17:42,2025-12-24 12:17:42,928.0,52.0,1.0,1.0,339.0,23.0,15.0,47.0,4.0,12,True,3.0,2024-11-04 14:25:55,0.0.2,,,2.0,,,,,,,
208,not-os,cleverca22/not-os,"An operating system generator, based on NixOS, that outputs a small read-only squashfs for a runit-based operating..",distributions,https://github.com/cleverca22/not-os,https://github.com/cleverca22/not-os,MIT,2016-06-03 05:40:23,2025-01-12 16:03:40,2025-01-12 16:03:38,98.0,,39.0,36.0,24.0,6.0,4.0,947.0,5.0,11,True,3.0,,,,,,,,,,,,
209,deadnix,astro/deadnix,Scan Nix files for dead code.,command-line-tools,https://github.com/astro/deadnix,https://github.com/astro/deadnix,GPL-3.0,2021-12-05 23:06:43,2025-12-15 18:02:07,2025-11-25 23:49:03,299.0,7.0,20.0,2.0,85.0,3.0,24.0,691.0,18.0,11,True,2.0,,,,,,7.0,7.0,,,,,
210,nixos-in-production,Gabriella439/nixos-in-production,"Source files for the book NixOS in Production, a practical guide for using NixOS in professional environments.",learning,https://github.com/Gabriella439/nixos-in-production,https://github.com/Gabriella439/nixos-in-production,,2022-09-09 01:41:56,2024-10-06 12:50:20,2024-10-06 12:49:49,127.0,,27.0,29.0,5.0,6.0,21.0,621.0,6.0,11,False,3.0,2024-09-23 06:00:28,0.10,,,10.0,,,,,,,
211,nix-colors,Misterio77/nix-colors,Modules and schemes to make theming with Nix awesome.,theming,https://github.com/Misterio77/nix-colors,https://github.com/Misterio77/nix-colors,GPL-3.0,2021-10-01 19:43:28,2024-05-23 18:39:21,2024-02-13 11:51:18,97.0,,44.0,7.0,28.0,16.0,19.0,577.0,12.0,11,False,3.0,2023-04-21 20:19:53,4.0.0,,,4.0,,,,,,,
212,nixos-vscode-server,nix-community/nixos-vscode-server,Visual Studio Code Server support in NixOS.,development,https://github.com/nix-community/nixos-vscode-server,https://github.com/nix-community/nixos-vscode-server,MIT,2020-04-02 12:49:32,2025-07-26 14:57:06,2025-07-26 14:57:06,91.0,,80.0,9.0,40.0,12.0,46.0,522.0,19.0,11,True,3.0,,,,,,,,,,,,
213,Standard,divnix/std,"An opinionated Nix Flakes framework to keep Nix code in large projects organized, accompanied by a friendly CLI/TUI..",devops,https://github.com/divnix/std,https://github.com/divnix/std,,2021-11-14 10:56:16,2025-08-25 16:03:19,2025-08-17 20:42:10,813.0,,48.0,13.0,248.0,40.0,129.0,476.0,43.0,11,True,2.0,,,,,,,,,,,,
214,ragenix,yaxitech/ragenix,age-encrypted secrets for NixOS; drop-in replacement for agenix.,security,https://github.com/yaxitech/ragenix,https://github.com/yaxitech/ragenix,Apache-2.0,2021-05-07 22:41:54,2025-10-30 14:01:54,2025-10-30 14:01:53,169.0,2.0,21.0,6.0,145.0,12.0,6.0,417.0,14.0,11,True,2.0,,,,,,,,,,,,
215,terraform-nixos,nix-community/terraform-nixos,A set of Terraform modules designed to deploy NixOS.,deployment-tools,https://github.com/nix-community/terraform-nixos,https://github.com/nix-community/terraform-nixos,Apache-2.0,2018-12-05 17:07:26,2024-08-04 10:19:37,2021-08-26 20:33:37,76.0,,60.0,35.0,54.0,23.0,10.0,394.0,16.0,11,False,3.0,,,,,,,,,,,,
216,haumea,nix-community/haumea,"Filesystem-based module system for the Nix language similar to traditional programming languages, with support for..",development,https://github.com/nix-community/haumea,https://github.com/nix-community/haumea,MPL-2.0,2023-04-01 00:50:18,2024-06-05 05:11:22,2024-02-19 20:38:18,93.0,,9.0,5.0,38.0,10.0,4.0,375.0,4.0,11,False,3.0,2023-05-26 20:34:06,0.2.2,,,5.0,,,,,,,
217,trustix,nix-community/trustix,Distributed trust and reproducibility tracking for binary caches.,security,https://github.com/nix-community/trustix,https://github.com/nix-community/trustix,,2020-12-03 15:30:40,2024-08-15 14:03:26,2024-08-14 20:49:19,1208.0,,21.0,7.0,353.0,36.0,24.0,355.0,17.0,11,False,2.0,,,,,,,,,,,,
218,any-nix-shell,haslersn/any-nix-shell,fish and zsh support for the nix run and nix-shell environments of the Nix package manager.,development,https://github.com/haslersn/any-nix-shell,https://github.com/haslersn/any-nix-shell,MIT,2018-09-10 16:36:27,2024-09-01 22:49:17,2024-09-01 22:49:17,51.0,,16.0,8.0,18.0,6.0,16.0,325.0,10.0,11,False,3.0,2024-07-23 16:03:52,2.0.1,,,7.0,,,,,,,
219,gitignore.nix,hercules-ci/gitignore.nix,The most feature-complete and easy-to-use `.gitignore` integration.,development,https://github.com/hercules-ci/gitignore.nix,https://github.com/hercules-ci/gitignore.nix,Unlicense,2019-05-12 11:51:55,2025-11-10 20:53:46,2025-11-10 20:53:45,107.0,4.0,22.0,9.0,35.0,23.0,12.0,278.0,13.0,11,True,3.0,,,,,,,,,,,,
220,extra-container,erikarvstedt/extra-container,Run declarative NixOS containers from the command line.,virtualisation,https://github.com/erikarvstedt/extra-container,https://github.com/erikarvstedt/extra-container,MIT,2018-07-14 13:32:14,2025-12-22 19:55:03,2025-12-19 14:48:47,155.0,2.0,18.0,10.0,7.0,2.0,29.0,269.0,3.0,11,True,3.0,,,,,,,,,,,,
221,nixos-docker-sd-image-builder,Robertof/nixos-docker-sd-image-builder,Build custom SD images of NixOS for your Raspberry Pi (or any other supported AArch64 device) in 5-20 minutes.,installation-media,https://github.com/Robertof/nixos-docker-sd-image-builder,https://github.com/Robertof/nixos-docker-sd-image-builder,MIT,2020-05-04 23:32:19,2024-05-27 17:16:26,2024-05-27 17:16:26,73.0,,34.0,7.0,7.0,5.0,22.0,226.0,7.0,11,False,3.0,,,,,,,,,,,,
222,nixos-avf,nix-community/nixos-avf,NixOS for Android Terminal (Android Virtualization Framework).,distributions,https://github.com/nix-community/nixos-avf,https://github.com/nix-community/nixos-avf,GPL-3.0,2025-03-24 22:04:05,2025-12-14 18:23:41,2025-11-16 19:44:17,121.0,3.0,14.0,6.0,8.0,6.0,8.0,224.0,3.0,11,True,3.0,2025-11-26 01:53:27,nixos-25.11,52.0,5.0,4.0,,,['android'],,,,
223,nix-search-cli,peterldowns/nix-search-cli,CLI for searching packages on search.nixos.org.,discovery,https://github.com/peterldowns/nix-search-cli,https://github.com/peterldowns/nix-search-cli,MIT,2023-02-19 19:14:30,2025-11-03 16:36:04,2025-11-03 16:35:37,82.0,1.0,8.0,2.0,8.0,1.0,15.0,206.0,2.0,11,True,3.0,2025-11-03 16:36:04,0.3+commit.ab0d515,821.0,24.0,34.0,6.0,6.0,,,,,
224,nixsa,noamraph/nixsa,A Nix Standalone Environment.,installation-media,https://github.com/noamraph/nixsa,https://github.com/noamraph/nixsa,LGPL-2.1,2024-08-05 19:57:39,2025-12-01 08:59:25,2025-04-01 21:30:56,69.0,,4.0,2.0,20.0,4.0,9.0,188.0,4.0,11,True,3.0,2024-11-17 20:35:16,0.2.0,458.0,28.0,6.0,,,,,,,
225,nix-search-tv,3timeslazy/nix-search-tv,"CLI fuzzy finder for packages and options from Nixpkgs, Home Manager, and more.",discovery,https://github.com/3timeslazy/nix-search-tv,https://github.com/3timeslazy/nix-search-tv,GPL-3.0,2025-01-29 09:30:56,2025-11-23 15:38:30,2025-11-23 15:37:49,139.0,5.0,5.0,,3.0,1.0,12.0,183.0,2.0,11,True,3.0,2025-10-12 22:12:36,2.2.3,,,15.0,,,,,,,
226,rippkgs,replit/rippkgs,A CLI for indexing and searching packages in Nix expressions.,discovery,https://github.com/replit/rippkgs,https://github.com/replit/rippkgs,MIT,2024-02-08 16:38:09,2025-05-17 04:12:44,2025-05-17 04:12:43,53.0,,5.0,20.0,35.0,6.0,4.0,160.0,4.0,11,True,3.0,2025-02-11 22:56:58,1.2.0,,,5.0,,,,,,,
227,hydra-check,nix-community/hydra-check,Check hydra for the build status of a package.,command-line-tools,https://github.com/nix-community/hydra-check,https://github.com/nix-community/hydra-check,MIT,2020-03-05 18:26:56,2025-12-20 07:40:52,2025-12-20 07:40:52,157.0,9.0,11.0,2.0,74.0,,15.0,122.0,10.0,11,True,2.0,2025-03-23 06:22:26,2.0.4,,,10.0,,,,,,,
228,zmk-nix,lilyinstarlight/zmk-nix,Build system and configuration files for generating and building ZMK firmware with Nix.,development,https://github.com/lilyinstarlight/zmk-nix,https://github.com/lilyinstarlight/zmk-nix,MIT,2023-11-27 21:50:04,2025-12-28 00:47:56,2025-12-28 00:47:21,317.0,21.0,25.0,2.0,238.0,5.0,5.0,121.0,9.0,11,True,3.0,,,,,,,,,,,,
229,userborn,nikstur/userborn,Declaratively bear (manage) Linux users and groups.,nixos-modules,https://github.com/nikstur/userborn,https://github.com/nikstur/userborn,MIT,2024-07-22 19:33:25,2025-12-01 21:21:17,2025-12-01 21:21:15,80.0,3.0,4.0,4.0,26.0,4.0,7.0,114.0,7.0,11,True,3.0,2025-03-16 16:15:43,0.4.0,,,4.0,,,,,,,
230,zon2nix,nix-community/zon2nix,Convert the dependencies in `build.zig.zon` to a Nix expression.,programming-languages,https://github.com/nix-community/zon2nix,https://github.com/nix-community/zon2nix,MPL-2.0,2023-08-08 19:18:56,2025-11-21 12:08:29,2025-03-20 22:10:34,80.0,,18.0,3.0,43.0,9.0,7.0,105.0,7.0,11,True,3.0,2023-09-03 23:31:23,0.1.2,,,3.0,,,,,,,
231,opam2nix,timbertson/opam2nix,Generate Nix expressions from opam packages.,programming-languages,https://github.com/timbertson/opam2nix,https://github.com/timbertson/opam2nix,MIT,2015-08-06 10:42:08,2025-01-29 21:52:55,2025-01-29 05:58:48,370.0,,26.0,10.0,29.0,17.0,45.0,92.0,11.0,11,True,3.0,,,,,,,,,,,,
232,nixpkgs-xr,nix-community/nixpkgs-xr,Automated packages for XR/AR/VR tools and apps for NixOS.,overlays,https://github.com/nix-community/nixpkgs-xr,https://github.com/nix-community/nixpkgs-xr,,2024-01-01 14:10:58,2025-12-24 01:05:32,2025-12-24 01:05:31,1463.0,208.0,10.0,2.0,575.0,7.0,19.0,85.0,11.0,11,True,3.0,,,,,,,,,,,,
233,nixpkgs-firefox-darwin,bandithedoge/nixpkgs-firefox-darwin,Automatically updated Firefox binary packages for macOS.,overlays,https://github.com/bandithedoge/nixpkgs-firefox-darwin,https://github.com/bandithedoge/nixpkgs-firefox-darwin,MIT,2021-12-12 17:28:12,2025-12-28 01:17:36,2025-12-28 01:17:36,1003.0,84.0,8.0,2.0,11.0,3.0,6.0,73.0,10.0,11,True,3.0,,,,,,,,,,,,
234,nix-security-tracker,Nix-Security-WG/nix-security-tracker,Web service for managing information on vulnerabilities in software distributed through Nixpkgs.,security,https://github.com/NixOS/nix-security-tracker,https://github.com/NixOS/nix-security-tracker,,2023-08-31 16:49:45,2025-12-22 18:15:05,2025-12-22 18:15:05,604.0,77.0,13.0,9.0,411.0,106.0,130.0,68.0,17.0,11,True,2.0,,,,,,,,,,NixOS/nix-security-tracker,,
235,hydra-cli,nlewo/hydra-cli,A client for the Hydra Nix CI.,command-line-tools,https://github.com/nlewo/hydra-cli,https://github.com/nlewo/hydra-cli,MIT,2019-06-18 12:48:30,2024-07-22 08:10:00,2023-12-19 22:16:49,208.0,,13.0,4.0,61.0,5.0,6.0,48.0,5.0,11,False,2.0,2020-11-15 08:04:35,0.3.0,,,2.0,,,,,,,
236,NixNG,nix-community/NixNG,"A GNU/Linux distribution similar to NixOS, defining difference is a focus on containers and lightweightness.",distributions,https://github.com/nix-community/NixNG,https://github.com/nix-community/NixNG,,2021-06-21 05:05:39,2025-12-27 14:00:26,2025-12-27 14:00:26,353.0,10.0,20.0,14.0,53.0,19.0,6.0,424.0,11.0,10,True,3.0,,,,,,,,,2.0,,,
237,manix,mlvzk/manix,"Find configuration options and function documentation for Nixpkgs, NixOS, and Home Manager.",command-line-tools,https://github.com/mlvzk/manix,https://github.com/mlvzk/manix,MPL-2.0,2020-08-15 17:14:06,2024-01-28 15:07:18,2021-04-19 23:47:08,82.0,,14.0,14.0,17.0,10.0,7.0,418.0,3.0,10,False,3.0,2021-04-19 23:51:39,0.6.3,131.0,2.0,4.0,,,,,,,
238,static-haskell-nix,nh2/static-haskell-nix,Easily build most Haskell programs into fully static Linux executables.,programming-languages,https://github.com/nh2/static-haskell-nix,https://github.com/nh2/static-haskell-nix,,2018-06-13 01:06:17,2024-06-30 13:23:08,2024-06-15 22:58:11,257.0,,36.0,16.0,57.0,19.0,53.0,401.0,12.0,10,False,3.0,2024-06-15 23:02:38,2024-06-16,66.0,0.0,5.0,,,['haskell'],,,,
239,Nix Package Versions,lazamar/nix-package-versions,Find all versions of a package that were available in a channel and the revision you can download it from.,discovery,https://github.com/lazamar/nix-package-versions,https://github.com/lazamar/nix-package-versions,,2020-02-11 23:23:47,2025-06-19 13:42:50,2025-06-19 13:42:45,318.0,,31.0,6.0,19.0,10.0,29.0,397.0,12.0,10,True,3.0,,,,,,,,,,,,
240,high-quality-nix-content,gytis-ivaskevicius/high-quality-nix-content,GitHub repository containing highest quality Nix/NixOS content.,theming,https://github.com/gytis-ivaskevicius/high-quality-nix-content,https://github.com/gytis-ivaskevicius/high-quality-nix-content,MIT,2021-05-28 18:31:02,2025-06-25 11:51:02,2025-06-25 11:51:02,86.0,,24.0,13.0,25.0,2.0,3.0,352.0,18.0,10,True,3.0,,,,,,,,,,,,
241,nix-melt,nix-community/nix-melt,A ranger-like flake.,command-line-tools,https://github.com/nix-community/nix-melt,https://github.com/nix-community/nix-melt,MPL-2.0,2023-04-25 22:20:20,2024-12-13 23:10:06,2024-09-16 15:27:16,347.0,,2.0,2.0,221.0,2.0,3.0,287.0,3.0,10,False,3.0,2024-09-16 15:29:34,0.1.3,319.0,9.0,4.0,1.0,1.0,,,,,
242,Nixinate,MatthewCroughan/nixinate,A Nix flake library to provide app outputs for managing existing NixOS hosts over SSH.,deployment-tools,https://github.com/MatthewCroughan/nixinate,https://github.com/MatthewCroughan/nixinate,MIT,2022-01-03 09:39:11,2025-03-23 13:46:49,2025-03-23 13:46:47,59.0,,35.0,11.0,29.0,15.0,15.0,282.0,7.0,10,True,3.0,,,,,,,,,,,,
243,appvm,jollheef/appvm,Nix-based app VMs.,virtualisation,https://github.com/jollheef/appvm,https://github.com/jollheef/appvm,GPL-3.0,2018-06-30 22:15:18,2025-04-21 17:49:19,2025-04-21 17:49:02,234.0,,19.0,12.0,12.0,8.0,11.0,272.0,5.0,10,True,3.0,2025-04-21 17:52:13,0.6,,,4.0,,,,,,,
244,base16.nix,SenchoPens/base16.nix,"Flake way to theme programs in base16 colorschemes, mustache template support included.",theming,https://github.com/SenchoPens/base16.nix,https://github.com/SenchoPens/base16.nix,MIT,2021-05-06 15:19:06,2025-08-21 23:34:00,2025-08-21 23:34:00,69.0,,12.0,1.0,9.0,2.0,14.0,263.0,8.0,10,True,3.0,2024-02-27 10:09:57,2.2.1,,,7.0,,,,,,,
245,nix-appimage,ralismark/nix-appimage,Convert a nixos derivation into a self-contained binary.,command-line-tools,https://github.com/ralismark/nix-appimage,https://github.com/ralismark/nix-appimage,MIT,2022-08-07 06:20:32,2025-09-15 07:21:53,2025-09-15 07:21:53,42.0,,23.0,6.0,7.0,6.0,15.0,226.0,4.0,10,True,3.0,,,,,,,,,,,,
246,nixus,infinisil/nixus,Experimental deployment tool supporting multi-host abstractions.,deployment-tools,https://github.com/infinisil/nixus,https://github.com/infinisil/nixus,GPL-3.0,2019-12-22 04:35:22,2024-12-19 22:06:35,2024-12-19 22:06:35,157.0,,15.0,11.0,29.0,10.0,23.0,225.0,10.0,10,True,3.0,,,,,,,,,,,,
247,lf-doc,lf-/nix-doc,An interactive Nix documentation tool providing CLI for function search.,discovery,https://github.com/lf-/nix-doc,https://github.com/lf-/nix-doc,,2020-07-16 08:49:20,2024-05-15 22:15:48,2024-05-15 22:15:48,80.0,,6.0,5.0,4.0,8.0,17.0,222.0,3.0,10,False,3.0,2021-07-09 03:37:24,0.5.1,,,2.0,5.0,5.0,,,,,
248,nixcloud-webservices,nixcloud/nixcloud-webservices,"This nixpkgs extension, called nixcloud-webservices, focuses on ease of deployment of web-related technologies.",deployment-tools,https://github.com/nixcloud/nixcloud-webservices,https://github.com/nixcloud/nixcloud-webservices,,2017-11-17 23:06:20,2024-10-18 11:02:38,2024-10-18 11:02:38,467.0,,25.0,12.0,29.0,18.0,40.0,187.0,14.0,10,False,3.0,,,,,,,,,,,,
249,styx (dnr),dnr/styx,Alternate nix substitution.,command-line-tools,https://github.com/dnr/styx,https://github.com/dnr/styx,GPL-2.0,2024-02-13 07:52:33,2025-12-27 09:43:41,2025-12-27 09:39:38,396.0,52.0,2.0,7.0,,1.0,1.0,182.0,,10,True,3.0,,,,,,,,,,,,
250,buildkit-nix,reproducible-containers/buildkit-nix,Nix derivations as Dockerfiles.,virtualisation,https://github.com/reproducible-containers/buildkit-nix,https://github.com/reproducible-containers/buildkit-nix,Apache-2.0,2021-12-03 12:53:28,2023-09-13 10:51:18,2023-09-13 10:51:18,33.0,,17.0,10.0,15.0,6.0,3.0,180.0,2.0,10,False,3.0,2023-09-13 09:41:32,0.1.1,,,4.0,,,,,,,
251,nixiosk,matthewbauer/nixiosk,Declarative Kiosk systems built with NixOS.,nixos-modules,https://github.com/matthewbauer/nixiosk,https://github.com/matthewbauer/nixiosk,MIT,2020-02-22 21:05:04,2023-03-19 01:28:23,2023-03-19 01:28:04,289.0,,14.0,6.0,10.0,13.0,6.0,168.0,6.0,10,False,3.0,,,,,,,,,,,,
252,jordanisaacs/kernel-module-flake,jordanisaacs/kernel-module-flake,Nix flake for linux kernel module development with rust support.,development,https://github.com/jordanisaacs/kernel-development-flake,https://github.com/jordanisaacs/kernel-development-flake,MIT,2022-11-11 23:03:41,2025-11-28 22:03:10,2025-11-28 22:02:48,50.0,17.0,13.0,3.0,3.0,2.0,4.0,160.0,2.0,10,True,3.0,,,,,,,,,,jordanisaacs/kernel-development-flake,,
253,ruby-nix,inscapist/ruby-nix,Generates reproducible ruby/bundler app environment with Nix.,programming-languages,https://github.com/inscapist/ruby-nix,https://github.com/inscapist/ruby-nix,MIT,2022-12-20 08:37:50,2025-08-13 04:24:12,2025-08-13 04:24:12,145.0,,17.0,6.0,45.0,4.0,17.0,148.0,6.0,10,True,3.0,2024-09-07 03:26:11,0.2.2,,,8.0,,,['ruby'],,,,
254,npmlock2nix,nix-community/npmlock2nix,"Generate Nix expressions from a `package-lock.json` (in-memory), primarily for web projects.",programming-languages,https://github.com/nix-community/npmlock2nix,https://github.com/nix-community/npmlock2nix,Apache-2.0,2020-07-22 14:21:40,2025-09-17 09:20:11,2025-09-17 09:20:11,289.0,,39.0,3.0,137.0,37.0,20.0,146.0,16.0,10,True,3.0,,,,,,,,,,,,
255,composer2nix,svanderburg/composer2nix,Generate Nix expressions to build composer packages.,programming-languages,https://github.com/svanderburg/composer2nix,https://github.com/svanderburg/composer2nix,MIT,2017-07-07 20:51:06,2022-08-18 10:35:27,2022-03-01 23:41:50,64.0,,26.0,2.0,19.0,10.0,11.0,93.0,7.0,10,False,3.0,2022-03-05 11:16:43,0.0.6,,,6.0,,,,,,,
256,optnix,water-sucks/optnix,"A fast, terminal-based options searcher for Nix module systems.",discovery,https://github.com/water-sucks/optnix,https://github.com/water-sucks/optnix,GPL-3.0,2025-01-15 22:29:57,2025-12-11 02:01:55,2025-12-11 02:01:19,119.0,15.0,2.0,3.0,26.0,1.0,8.0,81.0,2.0,10,True,3.0,2025-12-11 02:30:32,0.3.1,,,6.0,1.0,1.0,,,,,
257,hyprland-protocols,hyprwm/hyprland-protocols,Wayland protocol extensions for Hyprland.,nixos-modules,https://github.com/hyprwm/hyprland-protocols,https://github.com/hyprwm/hyprland-protocols,BSD-3-Clause,2022-11-25 19:55:10,2025-12-08 17:26:28,2025-12-08 17:25:53,46.0,4.0,12.0,2.0,19.0,,1.0,79.0,8.0,10,True,3.0,2025-10-04 20:37:48,0.7.0,,,10.0,,,,,,,
258,nijs,svanderburg/nijs,NiJS: An internal DSL for Nix in JavaScript.,programming-languages,https://github.com/svanderburg/nijs,https://github.com/svanderburg/nijs,MIT,2013-01-25 20:44:29,2022-05-01 15:31:03,2022-05-01 15:30:50,170.0,,4.0,6.0,,6.0,,59.0,2.0,10,False,3.0,,,,,,29.0,29.0,,,,,
259,zellij-nix,a-kenji/zellij-nix,Zellij Nix Environment.,development,https://github.com/a-kenji/zellij-nix,https://github.com/a-kenji/zellij-nix,MIT,2021-02-23 21:35:40,2025-12-28 07:46:14,2025-12-28 07:45:44,1618.0,40.0,3.0,1.0,773.0,3.0,1.0,52.0,5.0,10,True,3.0,,,,,,,,,,,,
260,genealogos,tweag/genealogos,A Nix sbom generator.,security,https://github.com/tweag/genealogos,https://github.com/tweag/genealogos,MIT,2023-03-10 13:44:54,2025-12-26 12:48:22,2025-12-26 12:48:22,225.0,2.0,1.0,9.0,49.0,4.0,19.0,52.0,9.0,10,True,3.0,2024-06-13 12:15:00,1.0.0,77.0,3.0,4.0,,,,,,,
261,patsh,nix-community/patsh,A command-line tool for patching shell scripts inspired by resholve.,command-line-tools,https://github.com/nix-community/patsh,https://github.com/nix-community/patsh,MPL-2.0,2022-11-26 03:13:01,2024-05-16 11:25:23,2024-02-19 21:21:25,262.0,,1.0,2.0,135.0,2.0,,51.0,2.0,10,False,3.0,2023-08-18 14:59:05,0.2.1,,,6.0,19.0,19.0,,,,,
262,krewfile,brumhard/krewfile,Declarative krew plugin management.,devops,https://github.com/brumhard/krewfile,https://github.com/brumhard/krewfile,MIT,2022-09-12 11:08:54,2025-02-18 09:11:43,2025-02-18 09:11:40,38.0,,5.0,1.0,11.0,2.0,5.0,42.0,5.0,10,True,3.0,2025-02-18 09:00:39,0.6.3,1098.0,28.0,11.0,,,,,,,
263,lila,JulienMalka/lila,"Nix hash collection software, to aggregate build reports from several builders.",devops,https://github.com/nix-community/lila,https://github.com/nix-community/lila,EUPL-1.2,2024-02-24 03:48:03,2025-12-01 15:47:56,2025-12-01 15:47:56,167.0,59.0,2.0,3.0,55.0,24.0,23.0,37.0,2.0,10,True,3.0,,,,,,,,,,nix-community/lila,,
264,Snowfall Lib,snowfallorg/lib,A library that makes it easy to manage your Nix flake by imposing an opinionated file structure.,development,https://github.com/snowfallorg/lib,https://github.com/snowfallorg/lib,,2022-09-08 00:07:34,2025-12-10 10:13:46,2025-12-10 10:13:46,95.0,2.0,64.0,12.0,36.0,38.0,109.0,591.0,13.0,9,True,3.0,,,,,,,,,,,,
265,nix-du,symphorien/nix-du,Visualise which gc-roots to delete to free some space in your Nix store.,command-line-tools,https://github.com/symphorien/nix-du,https://github.com/symphorien/nix-du,LGPL-3.0,2018-01-15 21:42:01,2025-05-12 18:23:16,2025-05-12 12:00:00,300.0,,6.0,4.0,11.0,3.0,15.0,454.0,3.0,9,True,3.0,,,,,,,,,,,,
266,nix-diff,Gabriella439/nix-diff,A tool to explain why two Nix derivations differ.,command-line-tools,https://github.com/Gabriella439/nix-diff,https://github.com/Gabriella439/nix-diff,BSD-3-Clause,2017-09-30 19:02:53,2025-09-06 14:19:15,2025-09-06 14:19:15,121.0,,20.0,9.0,73.0,12.0,20.0,452.0,17.0,9,True,3.0,,,,,,,,,,,,
267,bento,rapenne-s/bento,A KISS deployment tool to keep your NixOS fleet (servers & workstations) up to date.,deployment-tools,https://github.com/rapenne-s/bento,https://github.com/rapenne-s/bento,MIT,2022-09-08 20:16:38,2024-12-29 17:24:56,2024-12-29 17:24:56,157.0,,10.0,7.0,9.0,3.0,2.0,308.0,6.0,9,True,3.0,,,,,,,,,,,,
268,schizofox,schizofox/schizofox,Hardened Firefox flake for the delusional and the schizophrenics.,security,https://github.com/schizofox/schizofox,https://github.com/schizofox/schizofox,,2023-08-23 18:59:04,2025-11-16 18:34:04,2025-11-16 18:34:01,294.0,1.0,18.0,4.0,97.0,14.0,26.0,265.0,16.0,9,True,3.0,,,,,,,,,,,,
269,nix-systems,nix-systems/nix-systems,Externally extensible flake systems.,development,https://github.com/nix-systems/nix-systems,https://github.com/nix-systems/nix-systems,MIT,2023-04-07 09:55:25,2025-08-11 08:11:13,2025-08-11 08:11:13,26.0,,5.0,12.0,5.0,4.0,6.0,258.0,5.0,9,True,3.0,,,,,,,,,,,,
270,nix-filter,numtide/nix-filter,A small self-contained source filtering lib.,development,https://github.com/numtide/nix-filter,https://github.com/numtide/nix-filter,MIT,2021-04-23 12:16:46,2025-09-14 20:36:21,2025-09-14 20:36:21,59.0,,15.0,11.0,35.0,7.0,8.0,230.0,12.0,9,True,3.0,,,,,,,,,,,,
271,nix-netboot-serve,DeterminateSystems/nix-netboot-serve,Make any NixOS system netbootable with 10s cycle times.,installation-media,https://github.com/DeterminateSystems/nix-netboot-serve,https://github.com/DeterminateSystems/nix-netboot-serve,MIT,2021-09-01 17:05:39,2025-04-09 16:01:57,2025-04-09 16:01:55,95.0,,13.0,4.0,24.0,5.0,2.0,227.0,5.0,9,True,3.0,2021-09-03 19:17:30,0.1.0,,,1.0,,,,,,,
272,typhon,typhon-ci/typhon,Nix-based continuous integration.,devops,https://github.com/typhon-ci/typhon,https://github.com/typhon-ci/typhon,AGPL-3.0,2022-10-01 10:47:12,2024-11-04 00:35:31,2024-10-31 11:21:33,592.0,,6.0,8.0,50.0,16.0,13.0,222.0,3.0,9,False,3.0,,,,,,,,,,,,
273,dwarffs,edolstra/dwarffs,A FUSE filesystem that allows tools like gdb to look up debug info files via HTTP.,command-line-tools,https://github.com/edolstra/dwarffs,https://github.com/edolstra/dwarffs,GPL-3.0,2017-07-06 16:43:44,2025-09-19 09:58:16,2025-09-19 09:58:16,87.0,,25.0,10.0,17.0,5.0,10.0,214.0,9.0,9,True,3.0,,,,,,,,,,,,
274,nix-visualize,craigmbooth/nix-visualize,Uses the Nix package manager to visualize the dependencies of a given package.,command-line-tools,https://github.com/craigmbooth/nix-visualize,https://github.com/craigmbooth/nix-visualize,Apache-2.0,2016-12-31 21:28:31,2024-01-17 18:22:40,2024-01-17 18:22:40,52.0,,11.0,5.0,6.0,2.0,3.0,202.0,7.0,9,False,3.0,,,,,,,,,,,,
275,nocargo,oxalica/nocargo,Build Rust crates with Nix Build System.,programming-languages,https://github.com/oxalica/nocargo,https://github.com/oxalica/nocargo,MIT,2021-06-09 16:38:38,2025-04-30 06:47:40,2025-04-30 06:47:40,128.0,,7.0,5.0,9.0,6.0,9.0,174.0,4.0,9,True,3.0,,,,,,2.0,2.0,['rust'],,,,
276,nix-system-graphics,soupglasses/nix-system-graphics,Run graphics accelerated programs built with Nix on any Linux distribution.,command-line-tools,https://github.com/soupglasses/nix-system-graphics,https://github.com/soupglasses/nix-system-graphics,MIT,2024-09-25 11:54:05,2025-11-16 12:37:19,2025-11-16 12:37:19,48.0,2.0,4.0,4.0,3.0,8.0,5.0,150.0,4.0,9,True,3.0,,,,,,,,,,,,
277,gradle2nix,tadfisher/gradle2nix,Generate Nix expressions which build Gradle-based projects.,programming-languages,https://github.com/tadfisher/gradle2nix,https://github.com/tadfisher/gradle2nix,MIT,2019-04-01 16:26:33,2025-08-22 22:43:27,2023-09-30 19:19:09,51.0,,57.0,5.0,35.0,38.0,18.0,141.0,5.0,9,False,3.0,,,,,,,,,,,,
