,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,contributor_count,trending,dependent_project_count,github_dependent_project_count,updated_github_id,labels,new_addition,gitlab_id,gitlab_url
0,nixpkgs,NixOS/nixpkgs,Nix Packages collection & NixOS.,discovery,https://github.com/NixOS/nixpkgs,https://github.com/NixOS/nixpkgs,MIT,2012-06-04 02:49:46,2026-03-09 00:18:09,2026-03-09 00:12:57,960724.0,49607.0,17952.0,274.0,443113.0,8763.0,44772.0,23765,33,True,1,,,,,,,,,,,,,,
1,Devbox,jetify-com/devbox,"Instant, portable, and predictable development environments.",development,https://github.com/jetify-com/devbox,https://github.com/jetify-com/devbox,Apache-2.0,2022-08-18 20:27:16,2026-03-03 22:54:26,2026-03-03 22:19:55,1734.0,17.0,302.0,43.0,1959.0,393.0,434.0,11364,29,True,1,2026-03-04 00:04:42,0.17.0,1945231.0,72045.0,100.0,100.0,1.0,,,,,,,
2,Home Manager,nix-community/home-manager,Manage your user configuration just like NixOS.,nixos-modules,https://github.com/nix-community/home-manager,https://github.com/nix-community/home-manager,MIT,2017-01-14 12:11:06,2026-03-08 15:55:33,2026-03-08 15:54:45,6336.0,441.0,2299.0,50.0,5742.0,685.0,2391.0,9456,27,True,1,,,,,,1560.0,,,,,,,,
3,devenv,cachix/devenv,A Nix-based tool for creating developer shell environments quickly and reproducibly.,development,https://github.com/cachix/devenv,https://github.com/cachix/devenv,Apache-2.0,2022-10-22 20:10:10,2026-03-09 00:16:36,2026-03-09 00:16:35,5888.0,993.0,468.0,27.0,1257.0,320.0,998.0,6467,27,True,1,2026-03-06 17:44:16,2.0.3,,,45.0,262.0,,1.0,1.0,,,,,
4,nickel,tweag/nickel,Better configuration for less.,programming-languages,https://github.com/nickel-lang/nickel,https://github.com/nickel-lang/nickel,MIT,2019-01-08 21:43:11,2026-03-06 10:15:00,2026-03-06 10:08:47,5011.0,139.0,110.0,26.0,1733.0,138.0,559.0,2857,26,True,1,2026-02-27 01:18:35,1.16.0,159224.0,3317.0,29.0,95.0,,,,nickel-lang/nickel,,,,
5,NixOS-WSL,nix-community/NixOS-WSL,Modules for running NixOS on the Windows Subsystem for Linux.,nixos-modules,https://github.com/nix-community/NixOS-WSL,https://github.com/nix-community/NixOS-WSL,Apache-2.0,2019-12-07 22:29:47,2026-03-07 22:07:57,2026-03-01 17:37:12,731.0,35.0,152.0,25.0,673.0,36.0,216.0,2791,25,True,1,2026-03-01 15:30:53,2511.7.1,70174.0,1150.0,11.0,50.0,,,,,,,,
6,nix-installer,DeterminateSystems/nix-installer,Opinionated alternative to the official Nix install scripts.,installation-media,https://github.com/DeterminateSystems/nix-installer,https://github.com/DeterminateSystems/nix-installer,LGPL-2.1,2022-09-02 19:10:48,2026-03-08 00:04:14,2026-03-05 00:49:23,814.0,26.0,91.0,13.0,889.0,383.0,518.0,3467,24,True,1,2026-03-05 00:49:32,3.17.0,1085584.0,31928.0,100.0,35.0,,3.0,3.0,,,,,
7,install-nix-action,cachix/install-nix-action,Installs Nix on GitHub Actions for the supported platforms: Linux and macOS.,github-actions,https://github.com/cachix/install-nix-action,https://github.com/cachix/install-nix-action,Apache-2.0,2019-10-02 09:31:59,2026-03-04 11:26:29,2026-03-03 12:16:45,392.0,9.0,87.0,10.0,152.0,17.0,98.0,660,24,True,1,2026-03-03 12:19:33,31.10.0,,,53.0,34.0,,36585.0,36585.0,,,,,
8,haskell.nix,input-output-hk/haskell.nix,Alternative Haskell Infrastructure for Nixpkgs.,programming-languages,https://github.com/input-output-hk/haskell.nix,https://github.com/input-output-hk/haskell.nix,Apache-2.0,2018-04-20 16:00:09,2026-03-08 00:57:26,2026-03-08 00:57:26,4151.0,102.0,248.0,18.0,1504.0,164.0,809.0,620,24,True,1,2026-01-29 03:17:56,nix-tools-0.4.1,21851.0,910.0,16.0,164.0,,,,,['haskell'],,,
9,patchelf,NixOS/patchelf,A small utility to modify the dynamic linker and RPATH of ELF executables.,command-line-tools,https://github.com/NixOS/patchelf,https://github.com/NixOS/patchelf,GPL-3.0,2011-12-06 21:27:51,2025-12-15 01:02:35,2025-11-11 16:03:03,981.0,,504.0,75.0,341.0,114.0,175.0,4161,23,True,1,2025-08-13 03:38:12,0.15.5,9729435.0,145215.0,32.0,99.0,,,,,,,,
10,nixos-hardware,NixOS/nixos-hardware,A collection of NixOS modules covering hardware quirks.,nixos-modules,https://github.com/NixOS/nixos-hardware,https://github.com/NixOS/nixos-hardware,CC0-1.0,2016-02-08 10:50:14,2026-03-08 12:38:36,2026-03-08 12:23:50,2640.0,100.0,867.0,62.0,1367.0,180.0,234.0,2967,23,True,1,2021-05-29 08:24:13,mnt-reform2-nitrogen8m-v1,1611.0,27.0,2.0,524.0,,,,,,,,
11,NUR,nix-community/NUR,Nix User Repositories.,overlays,https://github.com/nix-community/NUR,https://github.com/nix-community/NUR,MIT,2018-02-28 18:49:50,2026-03-08 22:35:50,2026-03-08 22:32:23,40257.0,3191.0,473.0,15.0,958.0,30.0,101.0,1780,23,True,1,,,,,,592.0,,,,,,,,
12,nixfmt,NixOS/nixfmt,"A formatter for Nix code, intended to easily apply a uniform style.",command-line-tools,https://github.com/NixOS/nixfmt,https://github.com/NixOS/nixfmt,MPL-2.0,2018-08-02 12:33:51,2026-03-06 14:27:45,2026-03-03 19:20:23,633.0,12.0,65.0,28.0,180.0,24.0,168.0,1448,23,True,1,2026-01-09 09:50:43,1.2.0,12649.0,158.0,10.0,38.0,,,,,,,,
13,nvf,notashelf/nvf,"Highly modular, configurable, extensible and easy to use Neovim configuration in Nix.",editors-and-ides,https://github.com/NotAShelf/nvf,https://github.com/NotAShelf/nvf,MIT,2023-02-01 17:13:58,2026-03-08 02:04:55,2026-03-07 09:19:03,2985.0,243.0,201.0,5.0,883.0,99.0,324.0,1399,23,True,1,2025-12-12 12:21:36,0.8,,,7.0,135.0,,,,,,,,
14,treefmt,numtide/treefmt,"One CLI to format the code tree, using formatters such as alejandra, prettier, etc.",command-line-tools,https://github.com/numtide/treefmt,https://github.com/numtide/treefmt,MIT,2020-12-18 10:30:54,2026-03-08 17:04:41,2026-02-23 16:18:51,810.0,18.0,49.0,12.0,444.0,57.0,160.0,941,23,True,1,2026-02-27 08:45:33,2.4.1,89619.0,1545.0,30.0,22.0,,8.0,8.0,,,,,
15,crate2nix,nix-community/crate2nix,rebuild only changed crates in CI with crate2nix and nix.,programming-languages,https://github.com/nix-community/crate2nix,https://github.com/nix-community/crate2nix,Apache-2.0,2019-03-24 22:00:59,2026-03-04 13:38:43,2026-02-09 14:20:48,1430.0,61.0,104.0,9.0,226.0,98.0,120.0,480,23,True,1,2026-01-28 19:11:01,0.15.0,,,19.0,58.0,,51.0,51.0,,['rust'],,,
16,nix-darwin,nix-darwin/nix-darwin,Manage macOS configuration just like on NixOS.,nixos-modules,https://github.com/nix-darwin/nix-darwin,https://github.com/nix-darwin/nix-darwin,MIT,2016-10-16 14:26:46,2026-03-08 20:23:39,2026-03-08 20:03:47,2339.0,50.0,591.0,30.0,913.0,286.0,521.0,5162,22,True,1,,,,,,279.0,,,,,,,,
17,flox,flox/flox,"Manage and share development environments, package projects, and publish artifacts anywhere.",development,https://github.com/flox/flox,https://github.com/flox/flox,GPL-2.0,2022-12-22 15:52:43,2026-03-07 03:43:18,2026-03-06 20:48:24,4743.0,606.0,110.0,19.0,2383.0,369.0,1302.0,3818,22,True,1,2026-02-24 20:54:40,1.9.1,20.0,0.0,62.0,54.0,,,,,,,,
18,NixVim,nix-community/nixvim,A NeoVim distribution built with Nix modules and Nixpkgs.,editors-and-ides,https://github.com/nix-community/nixvim,https://github.com/nix-community/nixvim,MIT,2020-12-30 01:08:04,2026-03-08 12:22:34,2026-03-01 21:57:38,4395.0,194.0,371.0,12.0,3065.0,151.0,772.0,2693,22,True,1,,,,,,278.0,,,,,,,,
19,nix-direnv,nix-community/nix-direnv,A fast loader and flake-compliant configuration for the direnv environment auto-loader.,development,https://github.com/nix-community/nix-direnv,https://github.com/nix-community/nix-direnv,MIT,2019-09-27 07:43:47,2026-03-08 03:05:02,2026-03-08 03:01:14,1137.0,88.0,140.0,15.0,477.0,6.0,219.0,2576,22,True,1,2026-02-08 20:52:15,3.1.0,,,39.0,84.0,,,,,,,,
20,nixos-apple-silicon,nix-community/nixos-apple-silicon,Resources to install NixOS bare metal on Apple Silicon Macs.,installation-media,https://github.com/nix-community/nixos-apple-silicon,https://github.com/nix-community/nixos-apple-silicon,MIT,2021-12-14 00:25:40,2026-03-08 06:42:38,2026-03-08 06:42:38,714.0,45.0,136.0,32.0,187.0,20.0,219.0,1413,22,True,1,2025-11-20 01:51:21,release-2025-11-18,4677.0,97.0,86.0,46.0,1.0,,,,,,,
21,update-flake-lock,DeterminateSystems/update-flake-lock,This is a GitHub Action that updates the flake.lock file for your Nix flake whenever it is run.,github-actions,https://github.com/DeterminateSystems/update-flake-lock,https://github.com/DeterminateSystems/update-flake-lock,MIT,2021-10-18 18:39:57,2026-03-08 00:02:25,2026-02-25 16:58:06,326.0,23.0,41.0,5.0,199.0,27.0,29.0,379,22,True,2,2025-11-26 21:23:21,28,,,28.0,28.0,,3432.0,3432.0,,,,,
22,nix.dev,NixOS/nix.dev,Official documentation for getting things done with Nix.,learning,https://github.com/NixOS/nix.dev,https://github.com/NixOS/nix.dev,CC-BY-SA-4.0,2016-05-04 10:32:21,2026-03-08 03:28:43,2026-03-02 18:50:32,1932.0,16.0,315.0,41.0,883.0,129.0,192.0,3666,21,True,1,,,,,,193.0,,,,,,,,
23,Stylix,nix-community/stylix,System-wide colorscheming and typography for NixOS.,theming,https://github.com/nix-community/stylix,https://github.com/nix-community/stylix,MIT,2020-12-21 15:50:00,2026-03-05 21:23:52,2026-02-28 16:40:53,1374.0,80.0,307.0,12.0,1469.0,192.0,456.0,2175,21,True,1,,,,,,192.0,,,,,,,,
24,nixd,nix-community/nixd,"Nix language server, based on Nix libraries.",development,https://github.com/nix-community/nixd,https://github.com/nix-community/nixd,LGPL-3.0,2023-05-10 08:41:17,2026-03-02 09:01:08,2026-03-02 08:57:28,1374.0,65.0,58.0,8.0,507.0,60.0,224.0,1319,21,True,1,2026-02-07 17:46:48,2.9.0,,,32.0,49.0,,,,,,,,
25,Athena,Athena-OS/athena,Arch/Nix-based distro focused on Cybersecurity.,distributions,https://github.com/Athena-OS/athena,https://github.com/Athena-OS/athena,MIT,2022-06-14 21:39:15,2026-03-06 20:56:01,2026-03-06 20:56:01,744.0,153.0,98.0,29.0,123.0,9.0,140.0,1192,21,True,1,2025-10-14 16:48:02,25.11,15956.0,354.0,14.0,10.0,,,,,,,,
26,nix-bitcoin,fort-nix/nix-bitcoin,Modules and packages for Bitcoin nodes with higher-layer protocols with an emphasis on security.,nixos-modules,https://github.com/fort-nix/nix-bitcoin,https://github.com/fort-nix/nix-bitcoin,MIT,2018-12-06 16:06:42,2026-02-12 06:39:53,2026-02-12 06:39:46,2196.0,20.0,124.0,19.0,604.0,37.0,178.0,597,21,True,2,2026-01-06 17:50:51,0.0.135,8399.0,137.0,100.0,31.0,,,,,,,,
27,nix-index-database,nix-community/nix-index-database,Weekly updated nix-index database.,command-line-tools,https://github.com/nix-community/nix-index-database,https://github.com/nix-community/nix-index-database,MIT,2020-12-09 08:37:01,2026-03-08 04:50:09,2026-03-08 04:50:08,566.0,10.0,45.0,3.0,129.0,3.0,41.0,506,21,True,1,2026-03-08 04:43:33,2026-03-08-042559,550363.0,22931.0,100.0,37.0,,,,,,,,
28,nix-installer-action,DeterminateSystems/nix-installer-action,"The fast, friendly, and reliable GitHub Action to install Nix with Flakes.",github-actions,https://github.com/DeterminateSystems/nix-installer-action,https://github.com/DeterminateSystems/nix-installer-action,LGPL-2.1,2023-01-13 18:03:12,2026-03-06 23:15:25,2026-02-25 20:27:18,366.0,13.0,26.0,3.0,194.0,16.0,26.0,223,21,True,2,2025-11-12 14:16:39,21,,,21.0,15.0,,8024.0,8024.0,,,,,
29,nixos-anywhere,nix-community/nixos-anywhere,Install NixOS everywhere via SSH.,installation-media,https://github.com/nix-community/nixos-anywhere,https://github.com/nix-community/nixos-anywhere,MIT,2022-11-09 12:36:38,2026-03-08 03:39:08,2026-02-01 14:29:00,880.0,19.0,195.0,17.0,410.0,72.0,143.0,2926,20,True,2,2025-11-13 15:01:46,1.13.0,,,16.0,80.0,,,,,,,,
30,microvm,astro/microvm.nix,NixOS-based MicroVMs.,virtualisation,https://github.com/microvm-nix/microvm.nix,https://github.com/microvm-nix/microvm.nix,MIT,2021-06-24 00:35:04,2026-03-07 22:31:53,2026-03-07 22:31:53,1077.0,47.0,176.0,21.0,264.0,51.0,170.0,2351,20,True,1,,,,,,92.0,1.0,,,microvm-nix/microvm.nix,,,,
31,ryan4yin/nix-config,ryan4yin/nix-config,Nix config for both desktops(NixOS+macOS) and homelab servers(NixOS).,nix-configurations,https://github.com/ryan4yin/nix-config,https://github.com/ryan4yin/nix-config,MIT,2023-04-22 17:29:16,2026-03-07 16:58:43,2026-03-07 16:58:04,2002.0,73.0,95.0,11.0,181.0,,63.0,1837,20,True,1,2026-01-05 05:30:48,0.15.0,,,33.0,14.0,,,,,,,,
32,nix-init,nix-community/nix-init,"Generate Nix packages from URLs with hash prefetching, dependency inference, license detection, and more.",command-line-tools,https://github.com/nix-community/nix-init,https://github.com/nix-community/nix-init,MPL-2.0,2023-01-18 19:45:48,2026-03-06 15:12:46,2026-03-06 15:12:38,1254.0,179.0,39.0,4.0,676.0,24.0,41.0,1315,20,True,1,2026-02-06 16:22:40,0.3.3,,,11.0,14.0,,1.0,1.0,,,,,
33,alejandra,kamadorueda/alejandra,An opinionated Nix code formatter optimized for speed and consistency.,command-line-tools,https://github.com/kamadorueda/alejandra,https://github.com/kamadorueda/alejandra,Unlicense,2022-01-26 22:52:25,2026-02-19 21:21:47,2026-01-11 18:15:55,565.0,1.0,53.0,7.0,313.0,63.0,98.0,1305,20,True,1,2025-04-10 22:34:11,4.0.0,36026.0,735.0,19.0,26.0,,11.0,11.0,,,,,
34,crane,ipetkov/crane,A Nix library for building Cargo projects with incremental artifact caching.,programming-languages,https://github.com/ipetkov/crane,https://github.com/ipetkov/crane,MIT,2022-01-16 04:23:52,2026-03-03 17:48:06,2026-03-03 17:47:38,824.0,37.0,124.0,6.0,523.0,29.0,277.0,1301,20,True,1,2026-02-15 02:11:11,0.23.1,,,59.0,67.0,-1.0,,,,['rust'],,,
35,mobile-nixos,mobile-nixos/mobile-nixos,NixOS for mobile devices like phones.,distributions,https://github.com/mobile-nixos/mobile-nixos,https://github.com/mobile-nixos/mobile-nixos,MIT,2018-06-10 01:00:58,2026-02-28 14:45:54,2026-02-28 14:45:54,3170.0,28.0,212.0,48.0,555.0,144.0,167.0,1242,20,True,1,,,,,,52.0,,,,,,,,
36,poetry2nix,nix-community/poetry2nix,Build Python packages directly from Poetrys `poetry.lock` files.,programming-languages,https://github.com/nix-community/poetry2nix,https://github.com/nix-community/poetry2nix,MIT,2019-06-17 15:26:38,2026-03-08 21:09:13,2025-04-03 14:27:04,3486.0,,447.0,7.0,1416.0,170.0,324.0,938,20,True,1,2025-03-19 15:29:55,2025.3.1955794,,,100.0,334.0,,,,,['python'],,,
37,nixpkgs-review,Mic92/nixpkgs-review,The best tool to verify that a pull-request in Nixpkgs is building properly.,development,https://github.com/Mic92/nixpkgs-review,https://github.com/Mic92/nixpkgs-review,MIT,2018-03-17 13:30:00,2026-03-02 07:45:06,2026-03-02 07:45:05,1007.0,65.0,90.0,10.0,391.0,57.0,155.0,578,20,True,1,2026-02-08 13:42:47,3.7.0,,,42.0,74.0,,,,,,,,
38,magic-nix-cache-action,DeterminateSystems/magic-nix-cache-action,"Save 30-50%+ of CI time without any effort or cost. Use Magic Nix Cache, a totally free and zero-configuration binary..",github-actions,https://github.com/DeterminateSystems/magic-nix-cache-action,https://github.com/DeterminateSystems/magic-nix-cache-action,MIT,2023-06-23 16:48:28,2026-02-25 20:32:28,2026-02-25 20:27:04,310.0,12.0,30.0,6.0,145.0,24.0,13.0,506,20,True,3,2025-07-15 02:38:56,13,,,13.0,14.0,,5575.0,5575.0,,,,,
39,NixOS & Flakes Book,ryan4yin/nixos-and-flakes-book,An unofficial and opinionated NixOS & Flakes book for beginners.,learning,https://github.com/ryan4yin/nixos-and-flakes-book,https://github.com/ryan4yin/nixos-and-flakes-book,CC-BY-SA-4.0,2023-06-23 05:59:01,2026-02-11 05:40:00,2026-02-11 05:38:05,644.0,9.0,141.0,17.0,153.0,3.0,50.0,3042,19,True,1,2026-02-11 05:43:48,0.7.0,1883.0,60.0,43.0,87.0,,,,,,,,
40,lanzaboote,nix-community/lanzaboote,Secure Boot for NixOS.,nixos-modules,https://github.com/nix-community/lanzaboote,https://github.com/nix-community/lanzaboote,GPL-3.0,2022-11-21 11:10:07,2026-03-02 21:18:37,2026-02-27 18:15:04,965.0,62.0,96.0,16.0,388.0,30.0,139.0,1554,19,True,2,2025-12-10 16:06:43,1.0.0,,,8.0,47.0,,,,,,,,
41,rust-overlay,oxalica/rust-overlay,Pure and reproducible nix overlay of binary distributed Rust toolchains.,programming-languages,https://github.com/oxalica/rust-overlay,https://github.com/oxalica/rust-overlay,MIT,2021-01-01 12:18:06,2026-03-08 03:08:20,2026-03-08 03:07:50,2100.0,96.0,82.0,8.0,80.0,15.0,158.0,1418,19,True,1,,,,,,25.0,,,,,['rust'],,,
42,comin,nlewo/comin,A deployment tool to continuously pull from Git repositories.,deployment-tools,https://github.com/nlewo/comin,https://github.com/nlewo/comin,MIT,2022-12-10 09:13:26,2026-03-08 09:31:10,2026-03-08 09:28:14,374.0,49.0,43.0,6.0,84.0,27.0,32.0,827,19,True,1,2026-02-18 09:30:33,0.11.0,,,12.0,21.0,,,,,,,,
43,git-hooks.nix,cachix/git-hooks.nix,Seamless integration of git hooks with Nix.,development,https://github.com/cachix/git-hooks.nix,https://github.com/cachix/git-hooks.nix,Apache-2.0,2019-08-16 13:01:11,2026-03-07 14:28:00,2026-03-07 14:28:00,1189.0,53.0,217.0,4.0,493.0,61.0,139.0,787,19,True,1,,,,,,159.0,,,,,,,,
44,nix-update,Mic92/nix-update,Update versions/source hashes of nix packages.,development,https://github.com/Mic92/nix-update,https://github.com/Mic92/nix-update,MIT,2020-03-05 11:31:09,2026-03-08 04:00:39,2026-03-01 04:15:29,961.0,83.0,93.0,11.0,431.0,45.0,90.0,735,19,True,1,2025-12-11 21:03:54,1.14.0,,,48.0,75.0,,,,,,,,
45,catppuccin/nix,catppuccin/nix,Catppuccin for Nix brings the soothing pastel aesthetics of the Catppuccin theme to your NixOS and home-manager..,theming,https://github.com/catppuccin/nix,https://github.com/catppuccin/nix,MIT,2023-03-27 01:56:44,2026-03-08 15:29:11,2026-03-08 15:29:09,613.0,53.0,95.0,5.0,609.0,31.0,203.0,693,19,True,2,2026-01-06 15:38:24,25.11,,,9.0,84.0,,,,,,,,
46,emacs-overlay,nix-community/emacs-overlay,Bleeding edge Emacs overlay.,overlays,https://github.com/nix-community/emacs-overlay,https://github.com/nix-community/emacs-overlay,,2018-12-28 10:46:06,2026-03-08 16:30:25,2026-03-08 16:29:49,18444.0,628.0,174.0,10.0,221.0,7.0,292.0,607,19,True,1,,,,,,85.0,,,,,,,,
47,nixos-images,nix-community/nixos-images,Automatically build (netboot) images for NixOS.,installation-media,https://github.com/nix-community/nixos-images,https://github.com/nix-community/nixos-images,MIT,2021-06-10 04:52:45,2026-03-05 01:25:12,2025-12-26 17:26:55,671.0,10.0,57.0,4.0,358.0,7.0,27.0,365,19,True,2,2025-12-26 17:30:28,nixos-25.11,50100.0,982.0,13.0,25.0,,,,,,,,
48,awesome-nix,nix-community/awesome-nix,A curated list of the best resources in the Nix community.,learning,https://github.com/nix-community/awesome-nix,https://github.com/nix-community/awesome-nix,CC0-1.0,2019-05-15 14:59:41,2026-02-26 00:32:49,2026-02-22 03:50:51,406.0,19.0,190.0,78.0,288.0,8.0,29.0,4947,18,True,2,,,,,,124.0,,8.0,8.0,,,,,
49,nix-ld,nix-community/nix-ld,Run unpatched dynamic binaries on NixOS.,development,https://github.com/nix-community/nix-ld,https://github.com/nix-community/nix-ld,MIT,2020-11-15 09:46:18,2026-03-02 08:58:39,2026-03-02 08:57:40,500.0,24.0,23.0,13.0,184.0,10.0,30.0,1557,18,True,1,2025-10-01 21:29:45,2.0.6,,,16.0,17.0,,,,,,,,
50,comma,nix-community/comma,Quickly run any binary; wraps together `nix run` and `nix-index`.,command-line-tools,https://github.com/nix-community/comma,https://github.com/nix-community/comma,MIT,2020-04-28 22:00:21,2026-02-12 23:37:46,2026-02-12 23:37:46,212.0,3.0,61.0,42.0,71.0,6.0,38.0,1536,18,True,1,2025-07-29 12:52:53,2.3.3,,,23.0,28.0,,,,,,,,
51,System Manager,numtide/system-manager,A non-NixOS Linux system configuration tool built on Nix.,overlays,https://github.com/numtide/system-manager,https://github.com/numtide/system-manager,,2023-03-22 16:38:41,2026-03-07 02:06:46,2026-03-06 08:51:35,898.0,209.0,43.0,19.0,309.0,42.0,37.0,1443,18,True,2,2026-01-06 17:54:22,1.0.0,,,1.0,32.0,,,,,,,,
52,digga,divnix/digga,"A Nix flake utility library to structure your home, system, and development configurations.",development,https://github.com/divnix/digga,https://github.com/divnix/digga,MIT,2019-11-12 22:28:16,2024-05-17 10:20:04,2024-05-17 10:19:41,1358.0,,104.0,22.0,248.0,28.0,172.0,1025,18,False,1,2022-04-02 22:16:50,0.11.0,,,4.0,53.0,,,,,,,,
53,Jovian-NixOS,Jovian-Experiments/Jovian-NixOS,NixOS modules for gaming with Steam Deck compatibility.,nixos-modules,https://github.com/Jovian-Experiments/Jovian-NixOS,https://github.com/Jovian-Experiments/Jovian-NixOS,MIT,2022-03-23 02:29:23,2026-03-06 19:20:20,2026-03-06 19:20:05,1533.0,96.0,80.0,24.0,350.0,46.0,124.0,926,18,True,2,,,,,,23.0,,,,,,,,
54,nixos-shell,Mic92/nixos-shell,Simple headless VM configuration using Nix (similar to Vagrant).,virtualisation,https://github.com/Mic92/nixos-shell,https://github.com/Mic92/nixos-shell,MIT,2018-04-03 21:46:23,2026-03-08 04:27:39,2026-03-08 04:27:38,230.0,33.0,39.0,17.0,83.0,11.0,45.0,842,18,True,2,2026-02-15 16:15:07,2.1.0,,,6.0,24.0,,,,,,,,
55,hnix,haskell-nix/hnix,A Haskell re-implementation of the Nix expression language.,programming-languages,https://github.com/haskell-nix/hnix,https://github.com/haskell-nix/hnix,BSD-3-Clause,2014-06-28 23:30:50,2025-11-21 01:08:44,2025-11-21 01:08:38,3683.0,,116.0,31.0,593.0,132.0,368.0,830,18,True,2,2023-11-20 21:43:20,0.17.0,,,26.0,64.0,,,,,['haskell'],,,
56,vulnix,nix-community/vulnix,Vulnerability (CVE) scanner for Nix/NixOS.,security,https://github.com/nix-community/vulnix,https://github.com/nix-community/vulnix,BSD-3-Clause,2016-06-27 08:08:54,2026-03-03 18:14:50,2026-02-17 08:50:04,370.0,8.0,43.0,13.0,81.0,18.0,55.0,722,18,True,1,2026-02-17 09:02:10,1.12.3,,,7.0,27.0,,3.0,3.0,,,,,
57,nurl,nix-community/nurl,Generate Nix fetcher calls from repository URLs.,command-line-tools,https://github.com/nix-community/nurl,https://github.com/nix-community/nurl,MPL-2.0,2022-12-30 02:06:33,2026-03-04 16:24:21,2026-03-04 16:24:13,845.0,139.0,10.0,2.0,423.0,10.0,12.0,703,18,True,1,2026-02-06 15:24:05,0.4.0,1086.0,27.0,19.0,4.0,,16.0,16.0,,,,,
58,nixpkgs-wayland,nix-community/nixpkgs-wayland,Bleeding-edge Wayland packages.,overlays,https://github.com/nix-community/nixpkgs-wayland,https://github.com/nix-community/nixpkgs-wayland,,2018-10-24 01:30:44,2026-03-08 13:12:13,2026-03-08 13:11:08,11080.0,288.0,45.0,6.0,268.0,48.0,189.0,597,18,True,2,,,,,,34.0,,,,,,,,
59,lix,lix-project/lix,"A modern, delicious implementation of the Nix package manager, focused on correctness, usability, and growth.",command-line-tools,https://github.com/lix-project/lix,https://github.com/lix-project/lix,LGPL-2.1,2024-02-26 00:52:04,2026-03-08 11:06:17,2026-03-08 10:35:28,19048.0,379.0,14.0,10.0,17.0,,,539,18,True,1,,,,,,701.0,,4.0,4.0,,,,,
60,npins,andir/npins,A simple tool for handling different types of dependencies in a Nix project.,development,https://github.com/andir/npins,https://github.com/andir/npins,EUPL-1.2,2021-07-31 15:30:32,2026-03-03 11:58:58,2026-03-03 11:58:57,362.0,45.0,37.0,12.0,132.0,24.0,53.0,487,18,True,1,2025-12-21 17:49:31,0.4.0,,,7.0,31.0,,,,,,,,
61,MCP-NixOS,utensils/mcp-nixos,"An MCP server that provides AI assistants with accurate information about NixOS packages, options, Home Manager, and..",development,https://github.com/utensils/mcp-nixos,https://github.com/utensils/mcp-nixos,MIT,2025-03-20 05:05:00,2026-03-06 03:55:20,2026-03-06 03:55:18,415.0,52.0,27.0,5.0,80.0,,29.0,468,18,True,1,2026-03-06 03:35:57,2.3.0,,,10.0,9.0,,1.0,1.0,,,,,
62,vscode-nix-ide,nix-community/vscode-nix-ide,Nix language support for Visual Studio Code.,editors-and-ides,https://github.com/nix-community/vscode-nix-ide,https://github.com/nix-community/vscode-nix-ide,MIT,2020-07-12 23:06:57,2026-02-16 09:12:00,2026-02-16 09:11:52,478.0,16.0,38.0,6.0,441.0,16.0,66.0,467,18,True,2,2025-12-27 09:14:59,0.5.5,468.0,7.0,40.0,34.0,,,,,,,,
63,rnix-parser,nix-community/rnix-parser,A Nix parser written in Rust.,development,https://github.com/nix-community/rnix-parser,https://github.com/nix-community/rnix-parser,MIT,2018-08-11 12:29:05,2026-02-16 18:52:16,2026-02-16 18:52:15,414.0,48.0,50.0,6.0,124.0,7.0,52.0,451,18,True,1,2026-02-16 18:49:48,0.14.0,,,1.0,31.0,,2.0,2.0,,,,,
64,ngipkgs,ngi-nix/ngipkgs,Nix packages and services for projects supported through the NGI program.,overlays,https://github.com/ngi-nix/ngipkgs,https://github.com/ngi-nix/ngipkgs,MIT,2023-02-14 11:21:46,2026-03-02 10:24:03,2026-03-02 10:15:35,1929.0,267.0,52.0,7.0,997.0,453.0,770.0,80,18,True,2,,,,,,64.0,,,,,,,,
65,nh,nix-community/nh,"Better output for `nix`, `nixos-rebuild`, `home-manager` and nix-darwin CLI leveraging `dix` and `nix-output-monitor`.",command-line-tools,https://github.com/nix-community/nh,https://github.com/nix-community/nh,EUPL-1.2,2022-02-08 19:42:42,2026-03-08 21:15:29,2026-03-08 18:20:53,1057.0,167.0,88.0,6.0,258.0,65.0,246.0,2453,17,True,2,,,,,,47.0,,,,,,,,
66,NixOps,NixOS/nixops,"The official Nix deployment tool, compatible with AWS, Hetzner, and more.",deployment-tools,https://github.com/NixOS/nixops,https://github.com/NixOS/nixops,LGPL-3.0,2011-10-24 15:49:58,2025-12-28 16:45:15,2025-12-28 16:45:15,3603.0,2.0,354.0,54.0,606.0,311.0,539.0,2125,17,True,1,,,,,,159.0,,,,,,,,
67,Colmena,zhaofengli/colmena,"A simple, stateless NixOS deployment tool modeled after NixOps and morph.",deployment-tools,https://github.com/zhaofengli/colmena,https://github.com/zhaofengli/colmena,MIT,2020-12-16 04:21:43,2026-03-08 13:24:38,2025-11-01 22:07:36,630.0,,94.0,11.0,112.0,119.0,98.0,2042,17,True,1,2023-05-15 05:17:28,0.4.0,,,7.0,37.0,,,,,,,,
