,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,contributor_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,github_release_downloads,monthly_downloads,trending,labels,updated_github_id
0,nixpkgs,NixOS/nixpkgs,Nix Packages collection & NixOS.,discovery,https://github.com/NixOS/nixpkgs,https://github.com/NixOS/nixpkgs,MIT,2012-06-04 02:49:46,2025-08-18 00:12:24,2025-08-18 00:12:24,845989,40999.0,16251.0,273,384341.0,9964.0,38934.0,21493,13616.0,37,True,1,,,,,,,,,,
1,devenv,cachix/devenv,A Nix-based tool for creating developer shell environments quickly and reproducibly.,development,https://github.com/cachix/devenv,https://github.com/cachix/devenv,Apache-2.0,2022-10-22 20:10:10,2025-08-16 14:47:14,2025-08-16 14:47:14,4161,418.0,407.0,25,1049.0,376.0,676.0,5521,232.0,30,True,1,2025-07-28 01:44:04,1.8.1,33.0,290.0,290.0,,,,,
2,Devbox,jetify-com/devbox,"Instant, portable, and predictable development environments.",development,https://github.com/jetify-com/devbox,https://github.com/jetify-com/devbox,Apache-2.0,2022-08-18 20:27:16,2025-08-15 23:53:41,2025-08-15 23:09:59,1692,34.0,257.0,44,1899.0,367.0,403.0,10223,88.0,28,True,1,2025-08-06 21:51:51,0.15.1,100.0,,,1278604.0,58118.0,,,
3,nickel,tweag/nickel,Better configuration for less.,programming-languages,https://github.com/tweag/nickel,https://github.com/tweag/nickel,MIT,2019-01-08 21:43:11,2025-08-17 00:16:33,2025-08-14 12:03:11,4367,56.0,103.0,37,1569.0,134.0,527.0,2662,89.0,28,True,1,2025-06-25 09:08:52,1.12.2,25.0,20.0,20.0,148658.0,3625.0,,,
4,Home Manager,nix-community/home-manager,Manage your user configuration just like NixOS.,nixos-modules,https://github.com/nix-community/home-manager,https://github.com/nix-community/home-manager,MIT,2017-01-14 12:11:06,2025-08-17 14:55:00,2025-08-17 14:55:00,5282,516.0,2094.0,53,4884.0,698.0,2081.0,8500,1374.0,27,True,1,,,,,,,,,,
5,patchelf,NixOS/patchelf,A small utility to modify the dynamic linker and RPATH of ELF executables.,command-line-tools,https://github.com/NixOS/patchelf,https://github.com/NixOS/patchelf,GPL-3.0,2011-12-06 21:27:51,2025-08-13 04:33:58,2025-08-13 03:50:38,974,99.0,491.0,79,327.0,112.0,173.0,3969,99.0,27,True,1,2025-08-13 03:38:12,0.15.5,32.0,,,7190939.0,119848.0,4.0,,
6,install-nix-action,cachix/install-nix-action,Installs Nix on GitHub Actions for the supported platforms: Linux and macOS.,github-actions,https://github.com/cachix/install-nix-action,https://github.com/cachix/install-nix-action,Apache-2.0,2019-10-02 09:31:59,2025-08-14 18:42:18,2025-08-14 18:42:15,343,17.0,84.0,12,137.0,17.0,94.0,607,33.0,25,True,1,2025-07-27 11:59:06,31.5.2,41.0,33839.0,33839.0,,,,,
7,nix-installer,DeterminateSystems/nix-installer,Opinionated alternative to the official Nix install scripts.,installation-media,https://github.com/DeterminateSystems/nix-installer,https://github.com/DeterminateSystems/nix-installer,LGPL-2.1,2022-09-02 19:10:48,2025-08-06 00:43:43,2025-08-04 23:18:49,762,28.0,79.0,16,803.0,341.0,485.0,3067,32.0,24,True,1,2025-08-04 23:18:51,3.8.5,87.0,3.0,3.0,901087.0,29067.0,,,
8,NixOS-WSL,nix-community/NixOS-WSL,Modules for running NixOS on the Windows Subsystem for Linux.,nixos-modules,https://github.com/nix-community/NixOS-WSL,https://github.com/nix-community/NixOS-WSL,Apache-2.0,2019-12-07 22:29:47,2025-08-15 12:35:06,2025-08-15 12:35:05,639,53.0,147.0,28,450.0,35.0,198.0,2419,43.0,24,True,1,2025-08-11 23:21:42,2505.7.0,10.0,,,57470.0,1064.0,2.0,,
9,haskell.nix,input-output-hk/haskell.nix,Alternative Haskell Infrastructure for Nixpkgs.,programming-languages,https://github.com/input-output-hk/haskell.nix,https://github.com/input-output-hk/haskell.nix,Apache-2.0,2018-04-20 16:00:09,2025-08-17 00:51:53,2025-08-17 00:51:53,3923,133.0,240.0,18,1467.0,161.0,798.0,598,160.0,24,True,1,2025-06-25 08:28:33,nix-tools-0.3.8,15.0,,,14481.0,851.0,,['haskell'],
10,nixos-hardware,NixOS/nixos-hardware,A collection of NixOS modules covering hardware quirks.,nixos-modules,https://github.com/NixOS/nixos-hardware,https://github.com/NixOS/nixos-hardware,CC0-1.0,2016-02-08 10:50:14,2025-08-17 10:02:45,2025-08-16 07:44:41,2331,88.0,771.0,64,1213.0,143.0,219.0,2614,466.0,23,True,1,2021-05-29 08:24:13,mnt-reform2-nitrogen8m-v1,2.0,,,1498.0,29.0,,,
11,NUR,nix-community/NUR,Nix User Repositories.,overlays,https://github.com/nix-community/NUR,https://github.com/nix-community/NUR,MIT,2018-02-28 18:49:50,2025-08-17 21:48:45,2025-08-17 21:45:22,33762,2164.0,411.0,18,830.0,28.0,93.0,1593,516.0,23,True,1,,,,,,,,,,
12,treefmt,numtide/treefmt,"One CLI to format the code tree, using formatters such as alejandra, prettier, etc.",command-line-tools,https://github.com/numtide/treefmt,https://github.com/numtide/treefmt,MIT,2020-12-18 10:30:54,2025-08-13 03:45:01,2025-08-11 08:05:22,734,45.0,47.0,13,405.0,51.0,152.0,801,21.0,23,True,1,2025-05-21 12:33:45,2.3.1,28.0,8.0,8.0,20290.0,397.0,,,
13,nix-darwin,nix-darwin/nix-darwin,Manage macOS configuration just like on NixOS.,nixos-modules,https://github.com/nix-darwin/nix-darwin,https://github.com/nix-darwin/nix-darwin,MIT,2016-10-16 14:26:46,2025-08-15 16:42:16,2025-08-15 16:23:30,2231,55.0,541.0,33,829.0,273.0,469.0,4348,257.0,22,True,1,,,,,,,,,,
14,flox,flox/flox,"Manage and share development environments, package projects, and publish artifacts anywhere.",development,https://github.com/flox/flox,https://github.com/flox/flox,GPL-2.0,2022-12-22 15:52:43,2025-08-16 00:35:52,2025-08-15 23:26:14,3569,605.0,94.0,20,2015.0,336.0,1169.0,3351,48.0,22,True,1,2025-08-05 23:12:09,1.6.1,46.0,,,20.0,0.0,,,
15,NixVim,nix-community/nixvim,A NeoVim distribution built with Nix modules and Nixpkgs.,editors-and-ides,https://github.com/nix-community/nixvim,https://github.com/nix-community/nixvim,MIT,2020-12-30 01:08:04,2025-08-17 12:16:38,2025-08-13 14:36:03,3628,280.0,343.0,13,2596.0,142.0,679.0,2344,250.0,22,True,1,,,,,,,,,,
16,Stylix,nix-community/stylix,System-wide colorscheming and typography for NixOS.,theming,https://github.com/nix-community/stylix,https://github.com/nix-community/stylix,MIT,2020-12-21 15:50:00,2025-08-16 21:02:11,2025-08-16 21:02:11,1165,313.0,248.0,12,1192.0,180.0,382.0,1818,152.0,22,True,1,,,,,,,,,,
17,nix-bitcoin,fort-nix/nix-bitcoin,Modules and packages for Bitcoin nodes with higher-layer protocols with an emphasis on security.,nixos-modules,https://github.com/fort-nix/nix-bitcoin,https://github.com/fort-nix/nix-bitcoin,MIT,2018-12-06 16:06:42,2025-08-16 07:28:45,2025-08-16 07:28:38,2154,45.0,114.0,20,587.0,33.0,175.0,567,31.0,22,True,1,2025-07-23 12:39:01,0.0.127,100.0,,,7999.0,142.0,,,
18,update-flake-lock,DeterminateSystems/update-flake-lock,This is a GitHub Action that updates the flake.lock file for your Nix flake whenever it is run.,github-actions,https://github.com/DeterminateSystems/update-flake-lock,https://github.com/DeterminateSystems/update-flake-lock,MIT,2021-10-18 18:39:57,2025-08-17 00:01:59,2025-08-11 12:40:02,265,33.0,36.0,5,158.0,22.0,28.0,327,27.0,22,True,2,2025-07-15 02:37:41,27,27.0,3049.0,3049.0,,,,,
19,nix.dev,NixOS/nix.dev,Official documentation for getting things done with Nix.,learning,https://github.com/NixOS/nix.dev,https://github.com/NixOS/nix.dev,CC-BY-SA-4.0,2016-05-04 10:32:21,2025-08-15 03:09:16,2025-07-28 11:18:44,1903,31.0,289.0,37,849.0,122.0,186.0,3233,183.0,21,True,1,,,,,,,,,,
20,nixos-anywhere,nix-community/nixos-anywhere,Install NixOS everywhere via SSH.,installation-media,https://github.com/nix-community/nixos-anywhere,https://github.com/nix-community/nixos-anywhere,MIT,2022-11-09 12:36:38,2025-08-17 03:21:03,2025-08-13 02:56:58,828,96.0,161.0,17,382.0,59.0,139.0,2383,78.0,21,True,1,2025-06-05 06:49:06,1.11.0,14.0,,,,,,,
21,ryan4yin/nix-config,ryan4yin/nix-config,Nix config for both desktops(NixOS+macOS) and homelab servers(NixOS).,nix-configurations,https://github.com/ryan4yin/nix-config,https://github.com/ryan4yin/nix-config,MIT,2023-04-22 17:29:16,2025-08-17 09:47:36,2025-08-17 09:39:47,1784,221.0,79.0,11,151.0,,58.0,1533,14.0,21,True,1,2025-08-10 16:46:15,0.11.0,29.0,,,,,,,
22,comma,nix-community/comma,Quickly run any binary; wraps together `nix run` and `nix-index`.,command-line-tools,https://github.com/nix-community/comma,https://github.com/nix-community/comma,MIT,2020-04-28 22:00:21,2025-07-29 12:52:53,2025-07-29 12:52:51,195,50.0,57.0,52,65.0,6.0,38.0,1368,25.0,21,True,1,2025-07-29 12:52:53,2.3.3,23.0,,,,,,,
23,nixfmt,NixOS/nixfmt,"A formatter for Nix code, intended to easily apply a uniform style.",command-line-tools,https://github.com/NixOS/nixfmt,https://github.com/NixOS/nixfmt,MPL-2.0,2018-08-02 12:33:51,2025-08-05 19:41:47,2025-08-05 19:41:45,586,18.0,59.0,32,154.0,29.0,143.0,1243,30.0,21,True,1,2025-07-14 11:01:33,1.0.0,7.0,,,6249.0,85.0,,,
24,alejandra,kamadorueda/alejandra,An opinionated Nix code formatter optimized for speed and consistency.,command-line-tools,https://github.com/kamadorueda/alejandra,https://github.com/kamadorueda/alejandra,Unlicense,2022-01-26 22:52:25,2025-07-03 03:30:47,2025-07-03 03:30:46,564,1.0,48.0,8,311.0,60.0,97.0,1185,25.0,21,True,1,2025-04-10 22:34:11,4.0.0,19.0,10.0,10.0,26288.0,625.0,,,
25,nixos-apple-silicon,nix-community/nixos-apple-silicon,Resources to install NixOS bare metal on Apple Silicon Macs.,installation-media,https://github.com/nix-community/nixos-apple-silicon,https://github.com/nix-community/nixos-apple-silicon,MIT,2021-12-14 00:25:40,2025-08-13 22:36:36,2025-08-13 22:36:08,610,33.0,121.0,35,137.0,41.0,158.0,1177,37.0,21,True,1,2025-08-14 01:13:24,release-2025-08-10,84.0,,,3417.0,83.0,,,
26,mobile-nixos,mobile-nixos/mobile-nixos,NixOS for mobile devices like phones.,distributions,https://github.com/mobile-nixos/mobile-nixos,https://github.com/mobile-nixos/mobile-nixos,MIT,2018-06-10 01:00:58,2025-08-09 03:05:13,2025-08-09 03:05:13,3110,52.0,198.0,48,529.0,141.0,157.0,1107,50.0,21,True,1,,,,,,,,,,
27,magic-nix-cache-action,DeterminateSystems/magic-nix-cache-action,"Save 30-50%+ of CI time without any effort or cost. Use Magic Nix Cache, a totally free and zero-configuration binary..",github-actions,https://github.com/DeterminateSystems/magic-nix-cache-action,https://github.com/DeterminateSystems/magic-nix-cache-action,MIT,2023-06-23 16:48:28,2025-07-30 15:59:12,2025-07-30 15:49:28,293,10.0,26.0,7,115.0,19.0,11.0,450,13.0,21,True,3,2025-07-15 02:38:56,13,13.0,4840.0,4840.0,,,,,
28,nix-index-database,nix-community/nix-index-database,Weekly updated nix-index database.,command-line-tools,https://github.com/nix-community/nix-index-database,https://github.com/nix-community/nix-index-database,MIT,2020-12-09 08:37:01,2025-08-17 04:19:40,2025-08-17 04:19:39,510,32.0,40.0,4,120.0,2.0,38.0,418,35.0,21,True,1,2025-08-17 03:47:18,2025-08-17-034715,100.0,,,511533.0,23251.0,,,
29,NixOS & Flakes Book,ryan4yin/nixos-and-flakes-book,An unofficial and opinionated NixOS & Flakes book for beginners.,learning,https://github.com/ryan4yin/nixos-and-flakes-book,https://github.com/ryan4yin/nixos-and-flakes-book,CC-BY-SA-4.0,2023-06-23 05:59:01,2025-08-16 04:51:41,2025-08-16 04:51:40,611,20.0,123.0,19,134.0,7.0,41.0,2683,75.0,20,True,1,2025-06-16 16:15:06,0.5.2,35.0,,,1382.0,57.0,,,
30,nix-direnv,nix-community/nix-direnv,A fast loader and flake-compliant configuration for the direnv environment auto-loader.,development,https://github.com/nix-community/nix-direnv,https://github.com/nix-community/nix-direnv,MIT,2019-09-27 07:43:47,2025-08-17 13:08:49,2025-08-17 13:01:37,967,20.0,121.0,15,384.0,6.0,208.0,2283,75.0,20,True,1,2025-05-09 15:21:02,3.0.7,37.0,,,,,,,
31,crane,ipetkov/crane,A Nix library for building Cargo projects with incremental artifact caching.,programming-languages,https://github.com/ipetkov/crane,https://github.com/ipetkov/crane,MIT,2022-01-16 04:23:52,2025-08-04 01:00:13,2025-08-04 00:59:25,751,16.0,110.0,7,460.0,22.0,261.0,1118,61.0,20,True,1,2025-07-19 17:45:06,0.21.0,53.0,,,,,,['rust'],
32,nvf,notashelf/nvf,"Highly modular, configurable, extensible and easy to use Neovim configuration in Nix.",editors-and-ides,https://github.com/NotAShelf/nvf,https://github.com/NotAShelf/nvf,MIT,2023-02-01 17:13:58,2025-08-17 22:36:04,2025-08-17 20:39:39,2474,208.0,148.0,8,680.0,61.0,262.0,1042,94.0,20,True,2,2024-12-04 14:22:01,0.7,6.0,,,,,,,
33,poetry2nix,nix-community/poetry2nix,Build Python packages directly from Poetrys `poetry.lock` files.,programming-languages,https://github.com/nix-community/poetry2nix,https://github.com/nix-community/poetry2nix,MIT,2019-06-17 15:26:38,2025-04-03 14:27:04,2025-04-03 14:27:04,3486,,452.0,9,1413.0,171.0,323.0,926,334.0,20,True,1,2025-03-19 15:29:55,2025.3.1955794,100.0,,,,,,['python'],
34,crate2nix,nix-community/crate2nix,rebuild only changed crates in CI with crate2nix and nix.,programming-languages,https://github.com/nix-community/crate2nix,https://github.com/nix-community/crate2nix,Apache-2.0,2019-03-24 22:00:59,2025-08-13 13:19:20,2025-02-13 19:12:43,1357,,94.0,12,192.0,94.0,114.0,428,51.0,20,True,1,2024-06-30 15:14:42,0.14.1,18.0,51.0,51.0,,,,['rust'],
35,nix-installer-action,DeterminateSystems/nix-installer-action,"The fast, friendly, and reliable GitHub Action to install Nix with Flakes.",github-actions,https://github.com/DeterminateSystems/nix-installer-action,https://github.com/DeterminateSystems/nix-installer-action,LGPL-2.1,2023-01-13 18:03:12,2025-07-30 16:00:51,2025-07-30 15:59:25,333,8.0,22.0,4,154.0,15.0,25.0,205,14.0,20,True,3,2025-07-15 02:39:24,19,19.0,6866.0,6866.0,,,-1.0,,
36,Athena,Athena-OS/athena,Arch/Nix-based distro focused on Cybersecurity.,distributions,https://github.com/Athena-OS/athena,https://github.com/Athena-OS/athena,MIT,2022-06-14 21:39:15,2025-08-14 19:16:04,2025-08-14 19:16:03,500,16.0,92.0,30,18.0,10.0,133.0,1147,5.0,19,True,1,2024-01-30 23:39:23,23.11,13.0,,,13769.0,362.0,,,
37,nixd,nix-community/nixd,"Nix language server, based on Nix libraries.",development,https://github.com/nix-community/nixd,https://github.com/nix-community/nixd,LGPL-3.0,2023-05-10 08:41:17,2025-08-13 01:53:42,2025-08-13 01:52:53,1297,3.0,43.0,7,454.0,51.0,204.0,1141,43.0,19,True,1,2025-05-09 18:54:40,2.6.4,27.0,,,,,1.0,,
38,nix-update,Mic92/nix-update,Update versions/source hashes of nix packages.,development,https://github.com/Mic92/nix-update,https://github.com/Mic92/nix-update,MIT,2020-03-05 11:31:09,2025-08-08 15:21:09,2025-08-08 15:19:41,728,66.0,78.0,10,321.0,33.0,79.0,636,59.0,19,True,1,2025-08-08 15:21:09,1.12.1,45.0,,,,,,,
39,catppuccin/nix,catppuccin/nix,Catppuccin for Nix brings the soothing pastel aesthetics of the Catppuccin theme to your NixOS and home-manager..,theming,https://github.com/catppuccin/nix,https://github.com/catppuccin/nix,MIT,2023-03-27 01:56:44,2025-08-16 08:58:33,2025-08-16 08:58:33,509,73.0,74.0,6,478.0,32.0,171.0,575,68.0,19,True,2,2025-08-02 01:03:45,25.05,8.0,,,,,,,
40,emacs-overlay,nix-community/emacs-overlay,Bleeding edge Emacs overlay.,overlays,https://github.com/nix-community/emacs-overlay,https://github.com/nix-community/emacs-overlay,,2018-12-28 10:46:06,2025-08-17 17:29:15,2025-08-17 17:29:15,16991,738.0,170.0,10,207.0,8.0,284.0,562,83.0,19,True,1,,,,,,,,,,
41,nixpkgs-review,Mic92/nixpkgs-review,The best tool to verify that a pull-request in Nixpkgs is building properly.,development,https://github.com/Mic92/nixpkgs-review,https://github.com/Mic92/nixpkgs-review,MIT,2018-03-17 13:30:00,2025-08-17 23:27:22,2025-08-17 23:27:22,877,72.0,82.0,11,351.0,59.0,141.0,516,68.0,19,True,1,2025-06-13 13:27:41,3.4.0,38.0,,,,,,,
42,nixos-images,nix-community/nixos-images,Automatically build (netboot) images for NixOS.,installation-media,https://github.com/nix-community/nixos-images,https://github.com/nix-community/nixos-images,MIT,2021-06-10 04:52:45,2025-08-14 01:08:38,2025-07-21 11:29:44,638,35.0,52.0,6,343.0,6.0,24.0,317,23.0,19,True,2,2025-05-28 16:15:29,nixos-25.05,12.0,,,35620.0,809.0,,,
43,awesome-nix,nix-community/awesome-nix,A curated list of the best resources in the Nix community.,learning,https://github.com/nix-community/awesome-nix,https://github.com/nix-community/awesome-nix,CC0-1.0,2019-05-15 14:59:41,2025-08-13 00:49:12,2025-08-13 00:49:12,349,26.0,176.0,80,254.0,6.0,28.0,4295,116.0,18,True,2,,,,8.0,8.0,,,,,
44,dustinlyons/nixos-config,dustinlyons/nixos-config,General purpose Nix configuration for macOS / NixOS (with starter templates).,nix-configurations,https://github.com/dustinlyons/nixos-config,https://github.com/dustinlyons/nixos-config,BSD-3-Clause,2021-10-22 07:25:20,2025-08-15 02:28:15,2025-08-15 02:28:13,2238,111.0,168.0,17,37.0,24.0,81.0,2909,17.0,18,True,2,,,,,,,,,,
45,NixOps,NixOS/nixops,"The official Nix deployment tool, compatible with AWS, Hetzner, and more.",deployment-tools,https://github.com/NixOS/nixops,https://github.com/NixOS/nixops,LGPL-3.0,2011-10-24 15:49:58,2025-02-12 08:16:03,2025-02-12 08:16:03,3601,,353.0,58,608.0,311.0,545.0,2022,159.0,18,True,1,,,,,,,,,,
46,nh,nix-community/nh,Yet another Nix CLI helper.,command-line-tools,https://github.com/nix-community/nh,https://github.com/nix-community/nh,EUPL-1.2,2022-02-08 19:42:42,2025-08-16 19:41:11,2025-08-16 19:41:11,721,209.0,63.0,7,155.0,34.0,191.0,1844,33.0,18,True,1,,,,1.0,1.0,,,,,
47,Colmena,zhaofengli/colmena,"A simple, stateless NixOS deployment tool modeled after NixOps and morph.",deployment-tools,https://github.com/zhaofengli/colmena,https://github.com/zhaofengli/colmena,MIT,2020-12-16 04:21:43,2025-08-17 13:58:25,2025-08-15 15:38:08,628,32.0,86.0,13,101.0,115.0,95.0,1666,36.0,18,True,1,2023-05-15 05:17:28,0.4.0,7.0,,,,,,,
48,nil,oxalica/nil,"NIx Language server, an incremental analysis assistent for writing in Nix.",development,https://github.com/oxalica/nil,https://github.com/oxalica/nil,Apache-2.0,2022-07-19 08:55:08,2025-08-08 18:51:41,2025-08-08 18:51:41,547,24.0,51.0,8,65.0,24.0,89.0,1636,31.0,18,True,1,2025-06-13 06:48:41,2025-06-13,17.0,,,,,,,
49,nix-ld,nix-community/nix-ld,Run unpatched dynamic binaries on NixOS.,development,https://github.com/nix-community/nix-ld,https://github.com/nix-community/nix-ld,MIT,2020-11-15 09:46:18,2025-08-11 13:51:07,2025-08-11 13:50:02,422,44.0,19.0,14,141.0,10.0,27.0,1320,17.0,18,True,1,2025-07-15 07:22:01,2.0.5,15.0,,,,,,,
50,rust-overlay,oxalica/rust-overlay,Pure and reproducible nix overlay of binary distributed Rust toolchains.,programming-languages,https://github.com/oxalica/rust-overlay,https://github.com/oxalica/rust-overlay,MIT,2021-01-01 12:18:06,2025-08-17 02:44:57,2025-08-17 02:44:32,1884,93.0,75.0,10,71.0,15.0,144.0,1229,25.0,18,True,1,,,,,,,,,['rust'],
51,nix-index,nix-community/nix-index,Quickly locate Nix packages with specific files.,command-line-tools,https://github.com/nix-community/nix-index,https://github.com/nix-community/nix-index,,2017-02-10 15:50:02,2025-07-17 14:30:19,2025-07-17 14:00:07,319,10.0,59.0,8,164.0,65.0,51.0,1067,34.0,18,True,1,2025-07-17 14:30:55,0.1.9,6.0,28.0,28.0,,,,,
52,digga,divnix/digga,"A Nix flake utility library to structure your home, system, and development configurations.",development,https://github.com/divnix/digga,https://github.com/divnix/digga,MIT,2019-11-12 22:28:16,2024-05-17 10:20:04,2024-05-17 10:19:41,1358,,104.0,23,248.0,28.0,172.0,1014,52.0,18,False,1,2022-04-02 22:16:50,0.11.0,4.0,,,,,,,
53,hnix,haskell-nix/hnix,A Haskell re-implementation of the Nix expression language.,programming-languages,https://github.com/haskell-nix/hnix,https://github.com/haskell-nix/hnix,BSD-3-Clause,2014-06-28 23:30:50,2024-03-08 05:48:35,2024-02-18 08:51:56,3676,,113.0,33,590.0,130.0,368.0,800,64.0,18,False,1,2023-11-20 21:43:20,0.17.0,26.0,,,,,,['haskell'],
54,nixpkgs-wayland,nix-community/nixpkgs-wayland,Bleeding-edge Wayland packages.,overlays,https://github.com/nix-community/nixpkgs-wayland,https://github.com/nix-community/nixpkgs-wayland,,2018-10-24 01:30:44,2025-08-17 02:41:45,2025-08-17 02:36:02,10474,270.0,44.0,7,260.0,46.0,187.0,570,33.0,18,True,1,,,,,,,,,,
55,services-flake,juspay/services-flake,A NixOS-like service configuration framework for Nix flakes.,development,https://github.com/juspay/services-flake,https://github.com/juspay/services-flake,MIT,2023-06-19 21:44:26,2025-08-17 00:29:54,2025-08-13 13:22:28,574,45.0,55.0,12,440.0,35.0,90.0,563,30.0,18,True,1,2024-12-10 12:11:02,0.4.0,4.0,,,,,,,
56,chaotic-nyx,chaotic-cx/nyx,Daily bumped bleeding edge packages like `mesa_git` & others that arent yet in Nixpkgs. Created by the makers of..,overlays,https://github.com/chaotic-cx/nyx,https://github.com/chaotic-cx/nyx,MIT,2023-03-27 20:33:14,2025-08-17 15:27:43,2025-08-17 15:23:12,2260,282.0,59.0,4,1053.0,11.0,90.0,549,45.0,18,True,1,,,,,,,,,,
57,vscode-nix-ide,nix-community/vscode-nix-ide,Nix language support for Visual Studio Code.,editors-and-ides,https://github.com/nix-community/vscode-nix-ide,https://github.com/nix-community/vscode-nix-ide,MIT,2020-07-12 23:06:57,2025-06-29 16:40:53,2025-06-29 16:40:39,428,12.0,37.0,7,417.0,16.0,60.0,400,31.0,18,True,2,2025-06-29 16:41:00,0.4.22,34.0,,,364.0,6.0,,,
58,nix-fast-build,Mic92/nix-fast-build,Combine the power of nix-eval-jobs with nix-output-monitor to speed-up your evaluation and building process.,development,https://github.com/Mic92/nix-fast-build,https://github.com/Mic92/nix-fast-build,MIT,2023-09-08 08:11:43,2025-08-17 03:35:25,2025-08-17 03:35:25,300,58.0,21.0,5,183.0,10.0,26.0,378,13.0,18,True,1,2025-08-14 13:07:18,1.3.0,4.0,,,,,,,
59,ngipkgs,ngi-nix/ngipkgs,Nix packages and services for projects supported through the NGI program.,overlays,https://github.com/ngi-nix/ngipkgs,https://github.com/ngi-nix/ngipkgs,MIT,2023-02-14 11:21:46,2025-08-15 06:02:05,2025-08-15 06:02:05,1382,370.0,48.0,10,777.0,227.0,524.0,64,61.0,18,True,1,,,,,,,,,,
60,agenix,ryantm/agenix,age-encrypted secrets for NixOS and Home manager.,security,https://github.com/ryantm/agenix,https://github.com/ryantm/agenix,CC0-1.0,2020-09-01 04:38:08,2025-08-06 14:55:13,2025-08-05 22:37:08,352,22.0,136.0,15,164.0,78.0,90.0,1942,55.0,17,True,1,2023-12-20 16:42:54,0.15.0,12.0,,,,,,,
61,microvm,astro/microvm.nix,NixOS-based MicroVMs.,virtualisation,https://github.com/microvm-nix/microvm.nix,https://github.com/microvm-nix/microvm.nix,MIT,2021-06-24 00:35:04,2025-08-13 16:26:14,2025-08-13 16:26:14,976,60.0,142.0,19,210.0,44.0,145.0,1848,67.0,17,True,1,,,,,,,,,,microvm-nix/microvm.nix
62,lanzaboote,nix-community/lanzaboote,Secure Boot for NixOS.,nixos-modules,https://github.com/nix-community/lanzaboote,https://github.com/nix-community/lanzaboote,GPL-3.0,2022-11-21 11:10:07,2025-08-11 00:23:01,2025-08-04 08:55:45,844,20.0,67.0,18,328.0,46.0,101.0,1276,36.0,17,True,2,2025-01-23 13:56:40,0.4.2,6.0,,,,,,,
63,dream2nix,nix-community/dream2nix,A framework for automatically converting packages from other build systems to Nix.,development,https://github.com/nix-community/dream2nix,https://github.com/nix-community/dream2nix,MIT,2021-09-03 15:30:51,2025-08-16 18:40:37,2025-08-12 06:02:19,2438,37.0,140.0,13,815.0,172.0,127.0,1151,80.0,17,True,2,,,,,,,,-1.0,,
64,mach-nix,DavHau/mach-nix,Create highly reproducible python environments.,programming-languages,https://github.com/DavHau/mach-nix,https://github.com/DavHau/mach-nix,MIT,2020-04-22 09:32:18,2024-05-20 21:27:05,2024-05-09 13:40:43,564,,108.0,10,148.0,209.0,227.0,892,47.0,17,False,2,2022-06-01 12:00:53,3.5.0,19.0,3.0,3.0,,,,['python'],
65,fenix,nix-community/fenix,Rust toolchains and Rust analyzer nightly for nix.,programming-languages,https://github.com/nix-community/fenix,https://github.com/nix-community/fenix,MPL-2.0,2021-01-02 22:51:56,2025-08-17 07:14:18,2025-08-17 06:43:19,2359,91.0,57.0,10,102.0,34.0,56.0,868,23.0,17,True,2,,,,,,,,,['rust'],
66,srvos,nix-community/srvos,NixOS profiles for servers.,nixos-modules,https://github.com/nix-community/srvos,https://github.com/nix-community/srvos,MIT,2022-12-01 16:34:50,2025-08-14 01:05:52,2025-08-14 01:05:51,1209,64.0,47.0,19,642.0,13.0,24.0,772,39.0,17,True,2,,,,,,,,,,
67,Jovian-NixOS,Jovian-Experiments/Jovian-NixOS,NixOS modules for gaming with Steam Deck compatibility.,nixos-modules,https://github.com/Jovian-Experiments/Jovian-NixOS,https://github.com/Jovian-Experiments/Jovian-NixOS,MIT,2022-03-23 02:29:23,2025-08-14 06:07:19,2025-08-14 06:07:00,1349,105.0,69.0,24,338.0,37.0,106.0,741,20.0,17,True,2,,,,,,,,,,
68,jupyenv,tweag/jupyenv,Declarative and reproducible Jupyter environments - powered by Nix.,development,https://github.com/tweag/jupyenv,https://github.com/tweag/jupyenv,MIT,2018-12-18 10:10:58,2025-08-17 00:15:08,2024-12-03 01:17:10,594,,145.0,32,365.0,38.0,171.0,721,39.0,17,True,2,2023-01-31 21:35:49,0.1.0,1.0,,,,,,,
69,statix,oppiliappan/statix,A linter/fixer to check for and fix antipatterns in Nix code.,command-line-tools,https://github.com/oppiliappan/statix,https://github.com/oppiliappan/statix,MIT,2021-10-24 12:42:29,2025-08-17 07:59:05,2025-08-17 07:56:49,212,60.0,27.0,7,58.0,34.0,36.0,700,19.0,17,True,2,2023-09-09 11:41:50,0.5.8,6.0,,,,,,,
70,vulnix,nix-community/vulnix,Vulnerability (CVE) scanner for Nix/NixOS.,security,https://github.com/nix-community/vulnix,https://github.com/nix-community/vulnix,BSD-3-Clause,2016-06-27 08:08:54,2025-08-12 21:03:06,2025-06-24 19:32:40,349,1.0,39.0,14,56.0,18.0,53.0,601,26.0,17,True,1,2025-03-21 08:52:28,1.11.0,3.0,3.0,3.0,,,,,
