,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,contributor_count,dependent_project_count,github_dependent_project_count,trending,updated_github_id,gitlab_id,gitlab_url
140,mcp-servers-nix,natsukium/mcp-servers-nix,A Nix-based configuration framework for Model Control Protocol (MCP) servers with ready-to-use packages.,ai-tooling,https://github.com/natsukium/mcp-servers-nix,https://github.com/natsukium/mcp-servers-nix,Apache-2.0,2025-04-06 17:58:14,2026-05-10 18:50:25,2026-05-10 18:50:24,817.0,256.0,33.0,3.0,430.0,6.0,15.0,249,15,True,2,,,,,,12.0,,,,,,
141,tree-sitter-nix,nix-community/tree-sitter-nix,Nix grammar for tree-sitter.,development,https://github.com/nix-community/tree-sitter-nix,https://github.com/nix-community/tree-sitter-nix,MIT,2019-03-22 10:12:10,2026-05-08 13:16:27,2026-04-26 20:50:56,192.0,4.0,49.0,2.0,120.0,19.0,32.0,231,15,True,2,,,,,,22.0,18.0,18.0,,,,
142,Nix Templates,jonringer/nix-template,Collection of Nix templates for different types of projects.,learning,https://github.com/jonringer/nix-template,https://github.com/jonringer/nix-template,CC0-1.0,2020-07-17 00:41:15,2026-05-10 15:09:08,2026-05-10 15:09:04,235.0,86.0,8.0,7.0,47.0,,35.0,224,15,True,2,2022-12-17 17:56:21,0.4.1,,,9.0,6.0,,,,,,
143,NixNeovimPlugins,NixNeovim/NixNeovimPlugins,Makes all neovim plugins available in nix (Auto updated).,editors-and-ides,https://github.com/NixNeovim/NixNeovimPlugins,https://github.com/NixNeovim/NixNeovimPlugins,MIT,2022-08-13 14:50:55,2026-05-10 15:06:57,2026-05-10 15:06:56,1505.0,34.0,28.0,1.0,104.0,2.0,47.0,155,15,True,2,,,,,,38.0,1.0,1.0,,,,
144,nix4vscode,nix-community/nix4vscode,Nix overlay for VSCode.,editors-and-ides,https://github.com/nix-community/nix4vscode,https://github.com/nix-community/nix4vscode,Apache-2.0,2023-09-07 13:34:42,2026-05-10 03:58:46,2026-05-10 03:58:31,1484.0,202.0,14.0,3.0,343.0,,,125,15,True,2,2025-03-24 04:06:13,nix4vscode-v0.0.12,411.0,19.0,12.0,16.0,,,,,,
145,Misterio77/nix-starter-configs,Misterio77/nix-starter-configs,A few simple Nix Flake templates for getting started with NixOS + home-manager.,nix-configurations,https://github.com/Misterio77/nix-starter-configs,https://github.com/Misterio77/nix-starter-configs,CC0-1.0,2021-12-16 20:29:26,2026-04-24 02:01:17,2026-04-24 02:00:13,109.0,7.0,170.0,47.0,25.0,16.0,57.0,3673,14,True,3,,,,,,15.0,,,,,,
146,deploy-rs,serokell/deploy-rs,A simple multi-profile Nix-flake deploy tool.,deployment-tools,https://github.com/serokell/deploy-rs,https://github.com/serokell/deploy-rs,,2020-09-28 17:46:15,2026-05-04 02:00:36,2026-02-02 07:59:41,348.0,,145.0,23.0,159.0,96.0,119.0,2104,14,True,2,,,,,,44.0,,,,,,
147,attic,zhaofengli/attic,Multi-tenant Nix Binary Cache.,development,https://github.com/zhaofengli/attic,https://github.com/zhaofengli/attic,,2022-12-31 23:43:41,2026-04-27 21:52:49,2025-09-24 10:59:48,425.0,,160.0,12.0,145.0,125.0,67.0,1863,14,True,3,,,,,,35.0,,,,,,
148,nixos-infect,elitak/nixos-infect,Replace a running non-NixOS Linux host with NixOS.,installation-media,https://github.com/elitak/nixos-infect,https://github.com/elitak/nixos-infect,GPL-3.0,2016-04-18 22:10:28,2026-03-22 21:54:35,2026-03-22 21:54:35,190.0,1.0,287.0,14.0,177.0,53.0,37.0,1851,14,True,3,,,,,,108.0,,,,,,
149,impermanence,nix-community/impermanence,Lets you choose what files and directories you want to keep between reboots.,nixos-modules,https://github.com/nix-community/impermanence,https://github.com/nix-community/impermanence,MIT,2020-06-04 19:42:40,2026-01-27 21:09:45,2026-01-27 21:09:29,203.0,,132.0,17.0,127.0,79.0,115.0,1779,14,True,3,,,,,,37.0,,,,,,
150,proxmox-nixos,SaumonNet/proxmox-nixos,"The Proxmox Hypervisor, on NixOS.",virtualisation,https://github.com/SaumonNet/proxmox-nixos,https://github.com/SaumonNet/proxmox-nixos,AGPL-3.0,2024-02-18 13:54:11,2026-05-02 14:20:36,2026-05-02 14:20:36,607.0,16.0,66.0,19.0,157.0,28.0,49.0,1275,14,True,3,,,,,,19.0,,,,,,
151,naersk,nix-community/naersk,Build Rust packages directly from `Cargo.lock`.,programming-languages,https://github.com/nix-community/naersk,https://github.com/nix-community/naersk,MIT,2019-06-13 11:27:21,2026-05-07 10:56:30,2026-05-07 10:56:28,390.0,5.0,92.0,6.0,210.0,61.0,114.0,982,14,True,2,,,,,,56.0,,,,,,
152,nixbsd,nixos-bsd/nixbsd,An unofficial NixOS fork with a FreeBSD kernel.,distributions,https://github.com/nixos-bsd/nixbsd,https://github.com/nixos-bsd/nixbsd,MIT,2023-12-24 23:35:29,2026-03-24 20:22:18,2026-03-24 20:12:43,347.0,4.0,35.0,26.0,20.0,15.0,21.0,948,14,True,2,,,,,,8.0,,,,,,
153,nix-topology,oddlama/nix-topology,Generate infrastructure and network diagrams directly from your NixOS configuration.,nixos-modules,https://github.com/oddlama/nix-topology,https://github.com/oddlama/nix-topology,MIT,2024-04-03 20:05:49,2026-05-10 10:13:00,2026-05-10 10:13:00,345.0,42.0,44.0,11.0,118.0,12.0,17.0,934,14,True,3,,,,,,27.0,,,,,,
154,musnix,musnix/musnix,Do real-time audio work in NixOS.,nixos-modules,https://github.com/musnix/musnix,https://github.com/musnix/musnix,BSD-3-Clause,2014-12-22 20:57:55,2026-05-06 10:36:41,2026-05-03 22:48:58,426.0,6.0,63.0,16.0,164.0,13.0,57.0,902,14,True,3,,,,,,39.0,,,,,,
155,nix-bundle,nix-community/nix-bundle,Bundle Nix derivations to run anywhere.,command-line-tools,https://github.com/nix-community/nix-bundle,https://github.com/nix-community/nix-bundle,MIT,2016-06-14 19:51:08,2025-09-01 14:14:28,2025-09-01 14:14:16,186.0,,57.0,26.0,46.0,47.0,33.0,840,14,True,2,2018-04-10 19:46:47,0.3.0,125.0,1.0,1.0,21.0,,,,,,
156,nix2container,nlewo/nix2container,An archive-less dockerTools.buildImage implementation.,deployment-tools,https://github.com/nlewo/nix2container,https://github.com/nlewo/nix2container,Apache-2.0,2021-12-23 09:45:34,2026-04-06 15:03:51,2026-04-06 15:03:51,226.0,4.0,73.0,14.0,93.0,49.0,54.0,838,14,True,2,,,,,,32.0,,,,,,
157,compose2nix,aksiksi/compose2nix,Generate a NixOS config from a Docker Compose project.,development,https://github.com/aksiksi/compose2nix,https://github.com/aksiksi/compose2nix,MIT,2023-11-01 01:22:49,2026-03-30 16:42:47,2026-03-30 16:42:47,264.0,4.0,15.0,4.0,52.0,10.0,42.0,837,14,True,3,2025-11-03 13:53:54,0.3.3,,,20.0,6.0,,,,,,
158,chaotic-nyx,chaotic-cx/nyx,Daily bumped bleeding edge packages like `mesa_git` & others that arent yet in Nixpkgs. Created by the makers of..,overlays,https://github.com/chaotic-cx/nyx,https://github.com/chaotic-cx/nyx,MIT,2023-03-27 20:33:14,2025-12-08 14:39:14,2025-12-08 14:32:21,2479.0,,80.0,4.0,1135.0,,128.0,650,14,True,2,,,,,,52.0,,,,,,
159,nix-mineral,cynicsketch/nix-mineral,Conveniently and reasonably harden NixOS.,nixos-modules,https://github.com/cynicsketch/nix-mineral,https://github.com/cynicsketch/nix-mineral,GPL-3.0,2024-05-10 21:02:28,2026-05-07 03:03:30,2026-05-07 03:02:35,465.0,17.0,25.0,9.0,48.0,32.0,45.0,487,14,True,3,,,,,11.0,15.0,,,,,,
160,nix-pills,NixOS/nix-pills,Guided introduction to Nix fundamentals from basic concepts to advanced use cases.,learning,https://github.com/NixOS/nix-pills,https://github.com/NixOS/nix-pills,CC-BY-SA-4.0,2017-08-14 09:08:14,2025-08-25 18:50:18,2025-08-25 18:50:18,398.0,,125.0,77.0,191.0,40.0,38.0,471,14,True,2,,,,,,114.0,,,,,,
161,agenix-rekey,oddlama/agenix-rekey,An agenix extension adding secret generation and automatic rekeying using a YubiKey or master-identity.,security,https://github.com/oddlama/agenix-rekey,https://github.com/oddlama/agenix-rekey,MIT,2023-01-30 15:44:34,2026-03-26 10:53:59,2026-03-26 10:53:59,254.0,7.0,48.0,4.0,67.0,26.0,59.0,410,14,True,2,,,,,,29.0,,,,,,
162,spicetify-nix,Gerg-L/spicetify-nix,A nix library for modifying spotify with spicetify.,theming,https://github.com/Gerg-L/spicetify-nix,https://github.com/Gerg-L/spicetify-nix,GPL-3.0,2023-11-30 23:44:32,2026-05-10 20:36:39,2026-05-10 06:36:52,990.0,32.0,37.0,4.0,282.0,5.0,69.0,396,14,True,2,2025-04-29 21:27:19,24.11,,,1.0,33.0,,,,,,
163,pyproject.nix,pyproject-nix/pyproject.nix,A collection of Nix utilities to work with Python projects.,programming-languages,https://github.com/pyproject-nix/pyproject.nix,https://github.com/pyproject-nix/pyproject.nix,MIT,2023-07-17 10:21:45,2026-05-04 02:43:27,2026-04-20 20:07:54,545.0,21.0,38.0,7.0,389.0,2.0,52.0,301,14,True,2,,,,,,18.0,,,,,,
164,dix,bloxx12/dix,A blazingly fast tool to diff Nix related things.,command-line-tools,https://github.com/faukah/dix,https://github.com/faukah/dix,GPL-3.0,2025-05-04 12:13:11,2026-04-25 13:21:21,2026-04-25 13:21:19,234.0,31.0,6.0,2.0,43.0,2.0,13.0,274,14,True,2,2026-01-31 21:39:02,1.4.2,,,12.0,7.0,6.0,6.0,,faukah/dix,,
165,NobbZ/nixos-config,NobbZ/nixos-config,An example of NixOS system configuration with home-manager integration.,nix-configurations,https://github.com/NobbZ/nixos-config,https://github.com/NobbZ/nixos-config,MIT,2020-10-28 15:25:22,2026-05-10 03:25:30,2026-05-10 03:25:28,5387.0,237.0,6.0,2.0,1595.0,11.0,4.0,268,14,True,3,,,,,,9.0,,,,,,
166,nix-your-shell,MercuryTechnologies/nix-your-shell,A nix and nix-shell wrapper for shells other than bash.,command-line-tools,https://github.com/MercuryTechnologies/nix-your-shell,https://github.com/MercuryTechnologies/nix-your-shell,MIT,2023-02-09 22:45:07,2026-03-25 16:21:52,2026-03-25 16:16:54,98.0,5.0,24.0,11.0,96.0,7.0,17.0,260,14,True,2,2026-03-25 16:21:54,1.4.10,269.0,6.0,19.0,15.0,1.0,1.0,,,,
167,cached-nix-shell,xzfc/cached-nix-shell,A `nix-shell` replacement that uses caching to open subsequent shells quickly.,development,https://github.com/xzfc/cached-nix-shell,https://github.com/xzfc/cached-nix-shell,Unlicense,2019-09-18 14:23:00,2024-11-24 23:00:19,2024-06-23 18:47:25,182.0,,15.0,6.0,7.0,6.0,22.0,230,14,False,3,2024-06-23 19:21:14,0.1.6,,,3.0,6.0,8.0,8.0,,,,
168,clj-nix,jlesquembre/clj-nix,Nix helper functions for Clojure projects.,programming-languages,https://github.com/jlesquembre/clj-nix,https://github.com/jlesquembre/clj-nix,EPL-2.0,2022-04-02 19:16:53,2026-05-04 06:25:11,2026-04-21 08:42:14,275.0,9.0,25.0,4.0,120.0,27.0,48.0,181,14,True,2,2024-11-20 01:44:18,0.4.0,,,1.0,17.0,,,,,,
169,NüschtOS Search,NuschtOS/search,Simple and fast static-page NixOS option search.,discovery,https://github.com/NuschtOS/search,https://github.com/NuschtOS/search,MIT,2024-06-23 20:04:47,2026-05-07 01:08:26,2026-04-13 16:32:25,267.0,4.0,10.0,4.0,245.0,24.0,36.0,155,14,True,2,2026-01-19 17:41:10,0.1.0,,,1.0,13.0,,,,,,
170,angrr,linyinfeng/angrr,Auto Nix GC Roots Retention. This tool simply deletes auto GC roots based on the modified time of their symbolic link..,command-line-tools,https://github.com/linyinfeng/angrr,https://github.com/linyinfeng/angrr,MIT,2024-03-15 02:58:43,2026-05-08 16:33:06,2026-05-08 16:30:24,706.0,45.0,3.0,2.0,38.0,4.0,10.0,129,14,True,2,2026-04-27 08:27:42,0.2.4,,,10.0,5.0,,,,,,
171,nix-super,privatevoid-net/nix-super,A fork of the Nix package manager.,development,https://github.com/privatevoid-net/nix-super,https://github.com/privatevoid-net/nix-super,LGPL-2.1,2022-08-25 22:06:01,2026-04-08 21:58:02,2026-04-08 21:57:16,23530.0,585.0,3.0,2.0,16.0,2.0,2.0,93,14,True,3,,,,,,901.0,,,,,,
172,nix-tree,utdemir/nix-tree,Interactively browse the dependency graph of Nix derivations.,command-line-tools,https://github.com/utdemir/nix-tree,https://github.com/utdemir/nix-tree,BSD-3-Clause,2020-06-24 22:41:51,2026-05-01 00:59:49,2026-01-06 09:13:22,241.0,,21.0,5.0,81.0,17.0,39.0,1020,13,True,2,,,,,,14.0,,,,,,
173,nixGL,nix-community/nixGL,A wrapper tool for nix OpenGL application.,nixos-modules,https://github.com/nix-community/nixGL,https://github.com/nix-community/nixGL,MIT,2017-09-16 10:18:56,2025-11-02 13:41:21,2025-11-02 13:41:20,181.0,,132.0,14.0,86.0,77.0,60.0,980,13,True,3,,,,,,30.0,,,,,,
174,nixos-cosmic,lilyinstarlight/nixos-cosmic,Flake for using COSMIC on NixOS.,nixos-modules,https://github.com/lilyinstarlight/nixos-cosmic,https://github.com/lilyinstarlight/nixos-cosmic,MIT,2024-02-27 23:59:10,2026-05-10 23:27:33,2025-07-04 01:16:54,949.0,,47.0,8.0,712.0,44.0,115.0,658,13,True,3,,,,,,20.0,,,,,,
175,nixpkgs-mozilla,mozilla/nixpkgs-mozilla,Mozilla overlay for Nixpkgs.,overlays,https://github.com/mozilla/nixpkgs-mozilla,https://github.com/mozilla/nixpkgs-mozilla,MIT,2016-06-16 22:14:00,2026-03-26 18:34:07,2026-03-26 18:34:06,275.0,1.0,128.0,14.0,204.0,52.0,92.0,584,13,True,2,,,,,,66.0,,,,,,
176,haumea,nix-community/haumea,"Filesystem-based module system for the Nix language similar to traditional programming languages, with support for..",development,https://github.com/nix-community/haumea,https://github.com/nix-community/haumea,MPL-2.0,2023-04-01 00:50:18,2026-05-09 14:44:06,2026-05-09 14:44:03,120.0,26.0,9.0,5.0,48.0,10.0,4.0,402,13,True,3,2023-05-26 20:34:06,0.2.2,,,5.0,4.0,,,,,,
177,flakelight,nix-community/flakelight,A modular flake framework aiming to minimize boilerplate.,development,https://github.com/nix-community/flakelight,https://github.com/nix-community/flakelight,MIT,2023-04-09 00:56:54,2026-05-04 14:15:27,2026-05-04 14:14:58,330.0,13.0,11.0,8.0,13.0,3.0,27.0,392,13,True,3,,,,,,7.0,,,,,,
178,Home Manager Option Search,mipmip/home-manager-option-search,Search through all 2000+ Home Manager options and read how to use them.,discovery,https://github.com/ekstranix/home-manager-option-search,https://github.com/ekstranix/home-manager-option-search,Apache-2.0,2022-01-04 22:27:08,2026-05-10 06:40:53,2026-03-24 12:19:37,156.0,5.0,19.0,,24.0,17.0,23.0,387,13,True,2,2023-12-12 22:53:06,1.4,,,4.0,15.0,,,,ekstranix/home-manager-option-search,,
179,donovanglover/nix-config,donovanglover/nix-config,"NixOS configuration with Nix Flakes, Home Manager, Stylix, and Hyprland.",nix-configurations,https://github.com/donovanglover/nix-config,https://github.com/donovanglover/nix-config,MIT,2017-10-21 09:31:19,2025-12-17 19:51:29,2025-12-17 19:38:23,3826.0,,12.0,3.0,2.0,1.0,4.0,384,13,True,3,2018-12-13 04:54:01,0.2.0,,,2.0,,,,,,,
180,juspay/nixos-unified-template,juspay/nixos-unified-template,A ready-made Nix configuration to manage either your Home environment or whole NixOS systems.,nix-configurations,https://github.com/juspay/nixos-unified-template,https://github.com/juspay/nixos-unified-template,AGPL-3.0,2023-04-01 13:43:05,2026-05-10 00:30:26,2026-05-03 19:41:30,343.0,11.0,67.0,9.0,161.0,9.0,40.0,380,13,True,3,,,,,,17.0,,,,,,
181,NixVirt,AshleyYakeley/NixVirt,LibVirt domain management for Nix.,virtualisation,https://github.com/AshleyYakeley/NixVirt,https://github.com/AshleyYakeley/NixVirt,MIT,2024-01-27 19:54:59,2026-03-22 08:00:36,2026-03-22 08:00:36,424.0,3.0,44.0,2.0,59.0,7.0,36.0,347,13,True,3,,,,,,26.0,,,,,,
182,nixpkgs-hammering,jtojnar/nixpkgs-hammering,An opinionated linter for Nixpkgs package expressions.,command-line-tools,https://github.com/jtojnar/nixpkgs-hammering,https://github.com/jtojnar/nixpkgs-hammering,MIT,2020-04-26 04:27:10,2026-04-21 05:10:33,2026-04-21 05:10:31,244.0,22.0,19.0,6.0,112.0,48.0,41.0,332,13,True,2,,,,,,14.0,,,,,,
183,raspberry-pi-nix,nix-community/raspberry-pi-nix,NixOS modules to aid in configuring NixOS for Raspberry PI products.,installation-media,https://github.com/nix-community/raspberry-pi-nix,https://github.com/nix-community/raspberry-pi-nix,MIT,2022-05-21 01:16:06,2025-03-23 01:24:31,2025-03-17 14:59:51,165.0,,84.0,1.0,46.0,13.0,53.0,310,13,False,3,2024-11-05 03:51:57,0.4.1,,,7.0,14.0,,,,,,
184,nix-melt,nix-community/nix-melt,A ranger-like flake.,command-line-tools,https://github.com/nix-community/nix-melt,https://github.com/nix-community/nix-melt,MPL-2.0,2023-04-25 22:20:20,2026-05-06 03:51:37,2026-05-06 03:51:33,380.0,31.0,3.0,2.0,234.0,2.0,3.0,301,13,True,2,2024-09-16 15:29:34,0.1.3,452.0,12.0,4.0,3.0,1.0,1.0,,,,
185,nvfetcher,berberman/nvfetcher,Generate nix sources expr for the latest version of packages.,development,https://github.com/berberman/nvfetcher,https://github.com/berberman/nvfetcher,MIT,2021-04-20 04:07:58,2026-03-13 05:28:27,2026-03-13 05:22:07,188.0,2.0,20.0,2.0,80.0,16.0,54.0,285,13,True,3,2025-12-14 07:46:13,0.8.0,,,10.0,18.0,,,,,,
186,nix-search-tv,3timeslazy/nix-search-tv,"CLI fuzzy finder for packages and options from Nixpkgs, Home Manager, and more.",discovery,https://github.com/3timeslazy/nix-search-tv,https://github.com/3timeslazy/nix-search-tv,GPL-3.0,2025-01-29 09:30:56,2026-03-31 22:39:58,2026-02-19 01:37:59,150.0,5.0,7.0,,8.0,,18.0,257,13,True,2,2026-02-19 01:54:05,2.2.7,,,19.0,4.0,,,,,,
187,nothing-but-nix,wimpysworld/nothing-but-nix,Create a 130GB Nix store in GitHub runners by ruthlessly purging unnecessary software and configuring BTRFS RAID-0 for..,github-actions,https://github.com/wimpysworld/nothing-but-nix,https://github.com/wimpysworld/nothing-but-nix,MIT,2025-05-13 15:16:25,2026-02-14 02:30:30,2026-02-14 01:27:40,88.0,1.0,9.0,1.0,32.0,,15.0,223,13,True,3,2026-02-14 02:30:30,10,,,9.0,7.0,238.0,238.0,,,,
188,Easy PureScript Nix,justinwoo/easy-purescript-nix,A project to easily use PureScript and other tools with Nix.,programming-languages,https://github.com/justinwoo/easy-purescript-nix,https://github.com/justinwoo/easy-purescript-nix,MIT,2018-10-21 15:16:08,2025-11-22 12:21:39,2025-11-22 12:21:39,463.0,,54.0,7.0,198.0,6.0,31.0,211,13,True,2,,,,,,32.0,,,,,,
189,process-compose-flake,Platonic-Systems/process-compose-flake,A flake-parts module to spin up processes for development by leveraging process-compose.,devops,https://github.com/Platonic-Systems/process-compose-flake,https://github.com/Platonic-Systems/process-compose-flake,MIT,2022-12-08 17:19:30,2026-01-08 09:18:05,2026-01-08 09:18:05,173.0,,28.0,8.0,65.0,13.0,26.0,189,13,True,2,2023-06-12 20:46:17,0.1.0,,,1.0,18.0,,,,,,
190,ghc.nix,alpmestan/ghc.nix,Nix (shell) expression for working on GHC.,programming-languages,https://github.com/alpmestan/ghc.nix,https://github.com/alpmestan/ghc.nix,BSD-3-Clause,2018-04-18 19:54:21,2026-05-10 02:38:06,2024-06-10 15:01:25,271.0,,49.0,13.0,135.0,27.0,29.0,147,13,False,2,,,,,,29.0,,,,,,
191,nix-unit,nix-community/nix-unit,Unit testing for Nix code.,development,https://github.com/nix-community/nix-unit,https://github.com/nix-community/nix-unit,GPL-3.0,2023-07-21 05:23:06,2026-05-09 06:10:21,2026-05-09 06:05:06,658.0,19.0,15.0,2.0,275.0,9.0,13.0,123,13,True,3,2026-04-25 11:02:58,2.34.0,,,5.0,23.0,,,,,,
192,lean4-nix,lenianiva/lean4-nix,"Nix flake build for Lean 4, and `lake2nix`.",programming-languages,https://github.com/lenianiva/lean4-nix,https://github.com/lenianiva/lean4-nix,Apache-2.0,2024-10-11 05:39:31,2026-04-28 06:21:15,2026-04-28 06:20:24,285.0,23.0,16.0,3.0,83.0,6.0,35.0,107,13,True,2,2024-12-10 06:09:58,0.2,,,2.0,7.0,,,,,,
193,nixcasks,jcszymansk/nixcasks,"Homebrew casks, nixified.",overlays,https://github.com/jcszymansk/nixcasks,https://github.com/jcszymansk/nixcasks,MIT,2023-07-24 21:17:33,2026-05-10 21:54:35,2026-05-10 21:54:33,1108.0,90.0,4.0,3.0,7.0,5.0,7.0,91,13,True,2,,,,,,5.0,,,,,,
194,lon,nikstur/lon,Lock & update Nix dependencies.,command-line-tools,https://github.com/nikstur/lon,https://github.com/nikstur/lon,MIT,2024-08-09 17:21:27,2026-05-02 13:38:23,2026-05-02 13:38:22,158.0,13.0,5.0,3.0,54.0,5.0,6.0,86,13,True,2,2025-06-16 12:45:52,0.8.0,,,8.0,5.0,,,,,,
195,amis,NixOS/amis,Home for NixOS AMI automation.,devops,https://github.com/NixOS/amis,https://github.com/NixOS/amis,MIT,2023-11-24 12:54:23,2026-05-11 00:36:22,2026-05-05 08:42:03,327.0,22.0,22.0,3.0,326.0,19.0,29.0,81,13,True,2,,,,,,15.0,,,,,,
196,haskell-nix,Gabriella439/haskell-nix,Nix and Haskell in production.,programming-languages,https://github.com/Gabriella439/haskell-nix,https://github.com/Gabriella439/haskell-nix,,2017-01-02 18:59:50,2023-09-22 15:53:46,2023-09-22 15:53:46,82.0,,109.0,31.0,35.0,26.0,38.0,1166,12,False,3,,,,,,23.0,,,,,,
197,tvix,tvlfyi/tvix,Tvix - A Rust implementation of Nix.,programming-languages,https://github.com/tvlfyi/tvix,https://github.com/tvlfyi/tvix,GPL-3.0,2023-02-01 16:57:15,2026-04-27 19:43:06,2026-04-27 19:32:39,3236.0,6.0,16.0,19.0,3.0,,,1025,12,True,3,,,,,,51.0,,,,,,
198,nix-alien,thiagokokada/nix-alien,Run unpatched binaries on Nix/NixOS easily.,command-line-tools,https://github.com/thiagokokada/nix-alien,https://github.com/thiagokokada/nix-alien,MIT,2021-10-27 00:26:44,2026-04-15 08:36:59,2026-04-15 08:36:57,420.0,4.0,12.0,4.0,115.0,1.0,37.0,808,12,True,2,,,,,,11.0,,,,,,
199,RFCs,NixOS/rfcs,The Nix community RFCs.,learning,https://github.com/NixOS/rfcs,https://github.com/NixOS/rfcs,CC-BY-SA-4.0,2017-02-11 15:41:27,2025-05-26 15:49:46,2025-05-26 15:49:41,76.0,,145.0,134.0,197.0,,,640,12,True,3,,,,,,39.0,,,,,,
200,nix-colors,Misterio77/nix-colors,Modules and schemes to make theming with Nix awesome.,theming,https://github.com/Misterio77/nix-colors,https://github.com/Misterio77/nix-colors,GPL-3.0,2021-10-01 19:43:28,2024-05-23 18:39:21,2024-02-13 11:51:18,97.0,,47.0,6.0,28.0,16.0,21.0,592,12,False,3,2023-04-21 20:19:53,4.0.0,,,4.0,12.0,,,,,,
201,ragenix,yaxitech/ragenix,age-encrypted secrets for NixOS; drop-in replacement for agenix.,security,https://github.com/yaxitech/ragenix,https://github.com/yaxitech/ragenix,Apache-2.0,2021-05-07 22:41:54,2026-03-25 21:37:20,2025-10-30 14:01:53,169.0,,23.0,6.0,149.0,13.0,6.0,457,12,True,2,,,,,,14.0,,,,,,
202,nix-security-box,fabaff/nix-security-box,Tool set for Information security professionals and all others.,security,https://github.com/fabaff/nix-security-box,https://github.com/fabaff/nix-security-box,MIT,2020-12-22 22:36:28,2026-05-05 07:45:24,2026-05-05 07:45:11,725.0,26.0,23.0,9.0,4.0,2.0,2.0,391,12,True,2,,,,,,,,,,,,
203,nix-mode,NixOS/nix-mode,An Emacs major mode for editing Nix expressions.,editors-and-ides,https://github.com/NixOS/nix-mode,https://github.com/NixOS/nix-mode,LGPL-2.1,2016-08-17 20:46:39,2024-06-25 16:56:44,2023-04-21 20:36:55,564.0,,75.0,15.0,114.0,37.0,57.0,332,12,False,3,,,,,,39.0,,,,,,
204,Typix,loqusion/typix,Deterministic Typst compilation with Nix.,development,https://github.com/loqusion/typix,https://github.com/loqusion/typix,MIT,2023-12-24 03:37:43,2026-02-07 08:51:26,2026-02-07 08:51:25,439.0,,13.0,3.0,69.0,5.0,10.0,315,12,True,3,2025-06-27 08:35:45,0.3.2,,,13.0,7.0,,,,,,
205,nixpkgs-esp-dev,mirrexagon/nixpkgs-esp-dev,Nix flake and overlay for ESP8266 and ESP32 development.,overlays,https://github.com/mirrexagon/nixpkgs-esp-dev,https://github.com/mirrexagon/nixpkgs-esp-dev,CC0-1.0,2019-06-01 04:00:43,2026-01-08 09:44:01,2026-01-08 09:43:27,210.0,,98.0,10.0,68.0,21.0,36.0,311,12,True,3,,,,,,33.0,,,,,,
206,styx,styx-static/styx,Static site generator in Nix expression language.,development,https://github.com/styx-static/styx,https://github.com/styx-static/styx,MIT,2016-10-02 22:24:18,2023-01-13 16:06:57,2023-01-13 16:06:53,338.0,,23.0,11.0,51.0,15.0,35.0,235,12,False,3,,,,,,13.0,,,,,,
207,nixpkgs-python,cachix/nixpkgs-python,"All Python versions, kept up-to-date on hourly basis using Nix.",programming-languages,https://github.com/cachix/nixpkgs-python,https://github.com/cachix/nixpkgs-python,Apache-2.0,2023-05-29 13:12:25,2026-05-05 01:05:14,2026-05-01 13:27:47,302.0,36.0,21.0,2.0,100.0,10.0,15.0,226,12,True,3,,,,,,17.0,,,,,,
208,dns.nix,nix-community/dns.nix,A Nix DSL for DNS zone files.,nixos-modules,https://github.com/nix-community/dns.nix,https://github.com/nix-community/dns.nix,MPL-2.0,2019-03-08 17:27:59,2026-01-11 15:04:14,2026-01-11 15:04:14,104.0,,35.0,5.0,34.0,10.0,9.0,183,12,True,3,2021-10-26 18:34:12,1.1.2,,,4.0,15.0,,,,,,
209,Bundix,nix-community/bundix,Generates a Nix expression for your Bundler-managed application.,programming-languages,https://github.com/nix-community/bundix,https://github.com/nix-community/bundix,,2016-01-24 20:36:56,2024-07-01 18:19:19,2023-11-08 07:54:39,118.0,,56.0,3.0,57.0,38.0,26.0,182,12,False,3,2021-04-01 08:26:58,2.5.1,,,5.0,18.0,3.0,3.0,,,,
210,nix-shell,loophp/nix-shell,Nix shells for PHP development.,programming-languages,https://github.com/loophp/nix-shell,https://github.com/loophp/nix-shell,MIT,2021-06-20 06:59:35,2026-05-04 18:39:31,2026-05-04 18:39:29,682.0,11.0,14.0,4.0,293.0,4.0,12.0,179,12,True,3,,,,,,9.0,,,,,,
211,nixdoc,nix-community/nixdoc,Tool to generate documentation for Nix library functions.,development,https://github.com/nix-community/nixdoc,https://github.com/nix-community/nixdoc,GPL-3.0,2018-10-25 16:07:24,2026-02-16 21:43:14,2025-11-18 21:22:40,229.0,,15.0,4.0,135.0,5.0,21.0,169,12,True,3,2025-02-11 21:35:04,3.1.0,,,14.0,14.0,,,,,,
212,namaka,nix-community/namaka,Snapshot testing for Nix based on haumea.,development,https://github.com/nix-community/namaka,https://github.com/nix-community/namaka,MPL-2.0,2023-04-09 02:24:14,2026-05-10 20:37:09,2026-05-10 20:37:07,407.0,47.0,4.0,2.0,223.0,2.0,2.0,143,12,True,3,2024-11-17 00:47:49,0.2.1,,,4.0,4.0,1.0,1.0,,,,
