,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,contributor_count,trending,updated_github_id,dependent_project_count,github_dependent_project_count,labels,new_addition,gitlab_id,gitlab_url
138,nixdoc,nix-community/nixdoc,Tool to generate documentation for Nix library functions.,development,https://github.com/nix-community/nixdoc,https://github.com/nix-community/nixdoc,GPL-3.0,2018-10-25 16:07:24,2026-01-19 22:39:13,2025-11-18 21:22:40,229.0,3.0,16.0,5.0,132.0,5.0,21.0,162,15,True,2,2025-02-11 21:35:04,3.1.0,,,14.0,14.0,,,12.0,12.0,,,,
139,NixNeovimPlugins,NixNeovim/NixNeovimPlugins,Makes all neovim plugins available in nix (Auto updated).,overlays,https://github.com/NixNeovim/NixNeovimPlugins,https://github.com/NixNeovim/NixNeovimPlugins,MIT,2022-08-13 14:50:55,2026-01-25 14:31:32,2026-01-25 14:31:31,1466.0,41.0,28.0,1.0,102.0,2.0,45.0,151,15,True,2,,,,,,37.0,,,1.0,1.0,,,,
140,Misterio77/nix-starter-configs,Misterio77/nix-starter-configs,A few simple Nix Flake templates for getting started with NixOS + home-manager.,nix-configurations,https://github.com/Misterio77/nix-starter-configs,https://github.com/Misterio77/nix-starter-configs,CC0-1.0,2021-12-16 20:29:26,2025-11-15 14:24:20,2025-11-15 14:23:54,102.0,5.0,166.0,51.0,23.0,23.0,50.0,3541,14,True,3,,,,,,14.0,,,,,,,,
141,niv,nmattia/niv,Easy dependency management for Nix projects with package pinning.,development,https://github.com/nmattia/niv,https://github.com/nmattia/niv,MIT,2019-01-17 21:00:18,2025-03-02 23:46:25,2025-03-02 23:46:23,465.0,,77.0,17.0,221.0,79.0,113.0,1798,14,True,2,,,,,,38.0,,,,,,,,
142,flake-utils,numtide/flake-utils,Pure Nix flake utility functions to help with writing flakes.,development,https://github.com/numtide/flake-utils,https://github.com/numtide/flake-utils,MIT,2020-04-11 13:21:34,2024-11-13 21:27:18,2024-11-13 21:27:16,102.0,,84.0,20.0,81.0,17.0,24.0,1541,14,False,2,2022-05-21 09:05:05,1.0.0,,,1.0,28.0,,,,,,,,
143,proxmox-nixos,SaumonNet/proxmox-nixos,"The Proxmox Hypervisor, on NixOS.",virtualisation,https://github.com/SaumonNet/proxmox-nixos,https://github.com/SaumonNet/proxmox-nixos,AGPL-3.0,2024-02-18 13:54:11,2026-01-25 14:48:09,2026-01-25 14:48:09,547.0,23.0,63.0,18.0,145.0,25.0,49.0,1170,14,True,2,,,,,,19.0,-1.0,,,,,,,
144,naersk,nix-community/naersk,Build Rust packages directly from `Cargo.lock`.,programming-languages,https://github.com/nix-community/naersk,https://github.com/nix-community/naersk,MIT,2019-06-13 11:27:21,2026-01-20 11:28:53,2026-01-20 11:28:52,384.0,4.0,93.0,6.0,204.0,59.0,112.0,941,14,True,2,,,,,,56.0,,,,,['rust'],,,
145,musnix,musnix/musnix,Do real-time audio work in NixOS.,nixos-modules,https://github.com/musnix/musnix,https://github.com/musnix/musnix,BSD-3-Clause,2014-12-22 20:57:55,2026-01-02 23:49:58,2026-01-01 01:53:22,420.0,3.0,62.0,16.0,159.0,12.0,56.0,844,14,True,3,,,,,,38.0,,,,,,,,
146,nix-bundle,nix-community/nix-bundle,Bundle Nix derivations to run anywhere.,command-line-tools,https://github.com/nix-community/nix-bundle,https://github.com/nix-community/nix-bundle,MIT,2016-06-14 19:51:08,2025-09-01 14:14:28,2025-09-01 14:14:16,186.0,,56.0,26.0,45.0,47.0,33.0,802,14,True,2,2018-04-10 19:46:47,0.3.0,117.0,1.0,1.0,21.0,,,,,,,,
147,nix-snapshotter,pdtpartners/nix-snapshotter,Brings native understanding of Nix packages to containerd.,virtualisation,https://github.com/pdtpartners/nix-snapshotter,https://github.com/pdtpartners/nix-snapshotter,MIT,2023-07-05 18:31:50,2025-08-26 02:14:29,2025-08-26 02:02:16,87.0,,28.0,15.0,98.0,19.0,54.0,771,14,True,2,2025-08-26 02:14:30,0.3.0,,,7.0,10.0,,,,,,,,
148,uv2nix,pyproject-nix/uv2nix,Ingest uv workspaces using Nix.,programming-languages,https://github.com/pyproject-nix/uv2nix,https://github.com/pyproject-nix/uv2nix,MIT,2024-08-22 04:29:29,2026-01-22 17:38:42,2026-01-22 17:38:19,409.0,26.0,33.0,8.0,225.0,2.0,55.0,658,14,True,2,,,,,,16.0,,,,,['python'],,,
149,nix-minecraft,Infinidoge/nix-minecraft,An attempt to better support Minecraft-related content for the Nix ecosystem.,nixos-modules,https://github.com/Infinidoge/nix-minecraft,https://github.com/Infinidoge/nix-minecraft,MIT,2022-04-25 05:15:48,2026-01-21 02:24:13,2026-01-21 02:24:12,1050.0,39.0,65.0,2.0,71.0,29.0,57.0,498,14,True,3,,,,,,22.0,-1.0,,,,,,,
150,nix-pills,NixOS/nix-pills,Guided introduction to Nix fundamentals from basic concepts to advanced use cases.,learning,https://github.com/NixOS/nix-pills,https://github.com/NixOS/nix-pills,CC-BY-SA-4.0,2017-08-14 09:08:14,2025-08-25 18:50:18,2025-08-25 18:50:18,398.0,,123.0,78.0,190.0,39.0,38.0,453,14,True,2,,,,,,114.0,,,,,,,,
151,spicetify-nix,Gerg-L/spicetify-nix,A nix library for modifying spotify with spicetify.,theming,https://github.com/Gerg-L/spicetify-nix,https://github.com/Gerg-L/spicetify-nix,GPL-3.0,2023-11-30 23:44:32,2026-01-25 06:40:23,2026-01-25 04:55:30,955.0,35.0,32.0,4.0,268.0,2.0,66.0,370,14,True,2,2025-04-29 21:27:19,24.11,,,1.0,31.0,,,,,,,,
152,nixos-unified,srid/nixos-unified,"Unify NixOS + nix-darwin + home-manager configuration in a single flake, while providing a consistent interface at DX..",nixos-modules,https://github.com/srid/nixos-unified,https://github.com/srid/nixos-unified,MIT,2023-03-15 17:35:12,2025-11-25 13:14:07,2025-11-25 13:14:07,189.0,4.0,37.0,2.0,71.0,21.0,40.0,340,14,True,3,2024-10-03 15:42:09,0.2.0,,,2.0,10.0,,,,,,,,
153,raspberry-pi-nix,nix-community/raspberry-pi-nix,NixOS modules to aid in configuring NixOS for Raspberry PI products.,installation-media,https://github.com/nix-community/raspberry-pi-nix,https://github.com/nix-community/raspberry-pi-nix,MIT,2022-05-21 01:16:06,2025-03-23 01:24:31,2025-03-17 14:59:51,165.0,,80.0,8.0,46.0,13.0,53.0,312,14,True,3,2024-11-05 03:51:57,0.4.1,,,7.0,14.0,,,,,,,,
154,pyproject.nix,pyproject-nix/pyproject.nix,A collection of Nix utilities to work with Python projects.,programming-languages,https://github.com/pyproject-nix/pyproject.nix,https://github.com/pyproject-nix/pyproject.nix,MIT,2023-07-17 10:21:45,2026-01-22 21:15:40,2026-01-22 21:15:18,523.0,11.0,31.0,7.0,354.0,2.0,46.0,287,14,True,2,,,,,,16.0,,,,,['python'],,,
155,nixpkgs-esp-dev,mirrexagon/nixpkgs-esp-dev,Nix flake and overlay for ESP8266 and ESP32 development.,overlays,https://github.com/mirrexagon/nixpkgs-esp-dev,https://github.com/mirrexagon/nixpkgs-esp-dev,CC0-1.0,2019-06-01 04:00:43,2026-01-08 09:44:01,2026-01-08 09:43:27,210.0,11.0,92.0,9.0,62.0,18.0,36.0,280,14,True,2,,,,,,33.0,,,,,,,,
156,NobbZ/nixos-config,NobbZ/nixos-config,An example of NixOS system configuration with home-manager integration.,nix-configurations,https://github.com/NobbZ/nixos-config,https://github.com/NobbZ/nixos-config,MIT,2020-10-28 15:25:22,2026-01-25 03:04:09,2026-01-25 03:04:07,5108.0,215.0,6.0,2.0,1459.0,11.0,4.0,263,14,True,3,,,,,,9.0,,,,,,,,
157,cached-nix-shell,xzfc/cached-nix-shell,A `nix-shell` replacement that uses caching to open subsequent shells quickly.,development,https://github.com/xzfc/cached-nix-shell,https://github.com/xzfc/cached-nix-shell,Unlicense,2019-09-18 14:23:00,2024-11-24 23:00:19,2024-06-23 18:47:25,182.0,,15.0,6.0,7.0,7.0,21.0,227,14,False,2,2024-06-23 19:21:14,0.1.6,,,3.0,6.0,,,8.0,8.0,,,,
158,nix-idea,NixOS/nix-idea,Nix plugin for the IntelliJ IDEA IDE.,editors-and-ides,https://github.com/NixOS/nix-idea,https://github.com/NixOS/nix-idea,Apache-2.0,2016-09-08 08:44:59,2026-01-04 06:31:03,2026-01-04 06:25:27,312.0,3.0,28.0,42.0,60.0,13.0,24.0,208,14,True,3,2025-07-04 13:35:36,0.4.0.18,316.0,2.0,28.0,17.0,,,,,,,,
159,Easy PureScript Nix,justinwoo/easy-purescript-nix,A project to easily use PureScript and other tools with Nix.,programming-languages,https://github.com/justinwoo/easy-purescript-nix,https://github.com/justinwoo/easy-purescript-nix,MIT,2018-10-21 15:16:08,2025-11-22 12:21:39,2025-11-22 12:21:39,463.0,3.0,55.0,7.0,198.0,6.0,31.0,206,14,True,2,,,,,,32.0,,,,,,,,
160,clj-nix,jlesquembre/clj-nix,Nix helper functions for Clojure projects.,programming-languages,https://github.com/jlesquembre/clj-nix,https://github.com/jlesquembre/clj-nix,EPL-2.0,2022-04-02 19:16:53,2026-01-19 04:41:34,2025-12-30 20:52:06,258.0,3.0,25.0,5.0,105.0,27.0,47.0,171,14,True,2,2024-11-20 01:44:18,0.4.0,,,1.0,17.0,,,,,,,,
161,nix-super,privatevoid-net/nix-super,A fork of the Nix package manager.,development,https://github.com/privatevoid-net/nix-super,https://github.com/privatevoid-net/nix-super,LGPL-2.1,2022-08-25 22:06:01,2025-12-10 23:56:39,2025-12-10 23:56:11,22422.0,562.0,3.0,2.0,16.0,2.0,2.0,89,14,True,2,,,,,,870.0,,,,,,,,
162,flake-edit,a-kenji/flake-edit,Edit your flake inputs with ease.,development,https://github.com/a-kenji/flake-edit,https://github.com/a-kenji/flake-edit,MIT,2023-10-06 21:58:29,2026-01-21 19:07:25,2026-01-21 09:18:55,1052.0,166.0,1.0,1.0,392.0,13.0,25.0,47,14,True,2,2026-01-19 20:26:02,0.3.3,,,6.0,4.0,,,,,,,,
163,deploy-rs,serokell/deploy-rs,A simple multi-profile Nix-flake deploy tool.,deployment-tools,https://github.com/serokell/deploy-rs,https://github.com/serokell/deploy-rs,,2020-09-28 17:46:15,2026-01-19 02:00:48,2025-12-18 09:51:58,346.0,2.0,140.0,22.0,152.0,93.0,115.0,1947,13,True,3,,,,,,43.0,,,,,,,,
164,attic,zhaofengli/attic,Multi-tenant Nix Binary Cache.,development,https://github.com/zhaofengli/attic,https://github.com/zhaofengli/attic,,2022-12-31 23:43:41,2026-01-22 22:02:46,2025-09-24 10:59:48,425.0,,139.0,12.0,128.0,119.0,63.0,1688,13,True,3,,,,,,35.0,,,,,,,,
165,tvix,tvlfyi/tvix,Tvix - A Rust implementation of Nix.,programming-languages,https://github.com/tvlfyi/tvix,https://github.com/tvlfyi/tvix,GPL-3.0,2023-02-01 16:57:15,2026-01-25 19:34:13,2026-01-25 19:27:45,3224.0,13.0,16.0,18.0,3.0,,,967,13,True,2,,,,,,51.0,,,,,['rust'],,,
166,nixGL,nix-community/nixGL,A wrapper tool for nix OpenGL application.,nixos-modules,https://github.com/nix-community/nixGL,https://github.com/nix-community/nixGL,MIT,2017-09-16 10:18:56,2025-11-02 13:41:21,2025-11-02 13:41:20,181.0,1.0,125.0,14.0,83.0,75.0,60.0,929,13,True,3,,,,,,30.0,,,,,,,,
167,nixos-cosmic,lilyinstarlight/nixos-cosmic,Flake for using COSMIC on NixOS.,nixos-modules,https://github.com/lilyinstarlight/nixos-cosmic,https://github.com/lilyinstarlight/nixos-cosmic,MIT,2024-02-27 23:59:10,2026-01-25 11:04:27,2025-07-04 01:16:54,949.0,,47.0,8.0,711.0,45.0,113.0,653,13,True,3,,,,,,20.0,,,,,,,,
168,nixpkgs-mozilla,mozilla/nixpkgs-mozilla,Mozilla overlay for Nixpkgs.,overlays,https://github.com/mozilla/nixpkgs-mozilla,https://github.com/mozilla/nixpkgs-mozilla,MIT,2016-06-16 22:14:00,2025-11-04 11:34:56,2025-11-04 11:34:56,274.0,1.0,129.0,14.0,203.0,51.0,92.0,575,13,True,3,,,,,,66.0,,,,,,,,
169,noogle,nix-community/noogle,Nix function exploring.,discovery,https://github.com/nix-community/noogle,https://github.com/nix-community/noogle,MIT,2022-11-26 09:35:35,2026-01-25 03:09:34,2026-01-16 02:08:46,1172.0,19.0,16.0,2.0,1235.0,20.0,45.0,520,13,True,2,,,,,1.0,19.0,,,,,,,,
170,rnix-parser,nix-community/rnix-parser,A Nix parser written in Rust.,development,https://github.com/nix-community/rnix-parser,https://github.com/nix-community/rnix-parser,MIT,2018-08-11 12:29:05,2025-01-09 22:07:46,2025-01-09 22:07:46,362.0,,49.0,7.0,117.0,11.0,47.0,434,13,True,3,,,,,,26.0,,,2.0,2.0,,,,
171,flakelight,nix-community/flakelight,A modular flake framework aiming to minimize boilerplate.,development,https://github.com/nix-community/flakelight,https://github.com/nix-community/flakelight,MIT,2023-04-09 00:56:54,2026-01-19 13:00:54,2026-01-19 13:00:35,313.0,16.0,10.0,8.0,11.0,2.0,27.0,371,13,True,3,,,,,,7.0,,,,,,,,
172,agenix-rekey,oddlama/agenix-rekey,An agenix extension adding secret generation and automatic rekeying using a YubiKey or master-identity.,security,https://github.com/oddlama/agenix-rekey,https://github.com/oddlama/agenix-rekey,MIT,2023-01-30 15:44:34,2025-10-05 21:31:48,2025-10-05 21:31:48,244.0,,43.0,5.0,59.0,22.0,57.0,367,13,True,2,,,,,,27.0,,,,,,,,
173,juspay/nixos-unified-template,juspay/nixos-unified-template,A ready-made Nix configuration to manage either your Home environment or whole NixOS systems.,nix-configurations,https://github.com/juspay/nixos-unified-template,https://github.com/juspay/nixos-unified-template,AGPL-3.0,2023-04-01 13:43:05,2026-01-25 15:39:24,2026-01-25 15:39:22,329.0,13.0,66.0,9.0,146.0,9.0,39.0,358,13,True,3,,,,,,16.0,,,,,,,,
174,nixarr,rasmus-kirk/nixarr,The Media Server Nixos Module.,nixos-modules,https://github.com/nix-media-server/nixarr,https://github.com/nix-media-server/nixarr,GPL-3.0,2024-02-21 09:34:24,2026-01-22 19:16:42,2025-12-14 16:56:44,384.0,29.0,40.0,6.0,72.0,8.0,56.0,337,13,True,3,,,,,,20.0,,nix-media-server/nixarr,,,,,,
175,NixVirt,AshleyYakeley/NixVirt,LibVirt domain management for Nix.,virtualisation,https://github.com/AshleyYakeley/NixVirt,https://github.com/AshleyYakeley/NixVirt,MIT,2024-01-27 19:54:59,2025-12-06 21:40:14,2025-12-06 21:40:11,421.0,8.0,41.0,2.0,54.0,7.0,36.0,313,13,True,3,,,,,,23.0,,,,,,,,
176,Typix,loqusion/typix,Deterministic Typst compilation with Nix.,development,https://github.com/loqusion/typix,https://github.com/loqusion/typix,MIT,2023-12-24 03:37:43,2026-01-22 08:52:03,2026-01-22 08:52:02,438.0,8.0,12.0,3.0,67.0,4.0,10.0,288,13,True,3,2025-06-27 08:35:45,0.3.2,,,13.0,7.0,,,,,,,,
177,nvfetcher,berberman/nvfetcher,Generate nix sources expr for the latest version of packages.,development,https://github.com/berberman/nvfetcher,https://github.com/berberman/nvfetcher,MIT,2021-04-20 04:07:58,2025-12-14 07:51:05,2025-12-14 07:45:11,186.0,2.0,19.0,2.0,77.0,14.0,52.0,265,13,True,3,2025-12-14 07:46:13,0.8.0,,,10.0,17.0,,,,,,,,
