,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,contributor_count,updated_github_id,dependent_project_count,github_dependent_project_count,labels,trending,gitlab_id,gitlab_url
68,fenix,nix-community/fenix,Rust toolchains and Rust analyzer nightly for nix.,programming-languages,https://github.com/nix-community/fenix,https://github.com/nix-community/fenix,MPL-2.0,2021-01-02 22:51:56,2026-02-01 17:27:57,2026-02-01 17:27:57,2544.0,102.0,62.0,9.0,117.0,32.0,71.0,979,17,True,2,,,,,,31.0,,,,['rust'],,,
69,mach-nix,DavHau/mach-nix,Create highly reproducible python environments.,programming-languages,https://github.com/DavHau/mach-nix,https://github.com/DavHau/mach-nix,MIT,2020-04-22 09:32:18,2024-05-20 21:27:05,2024-05-09 13:40:43,564.0,,108.0,9.0,149.0,208.0,227.0,894,17,False,2,2022-06-01 12:00:53,3.5.0,,,19.0,47.0,,3.0,3.0,['python'],,,
70,srvos,nix-community/srvos,NixOS profiles for servers.,nixos-modules,https://github.com/nix-community/srvos,https://github.com/nix-community/srvos,MIT,2022-12-01 16:34:50,2026-02-01 17:29:24,2026-02-01 17:28:31,1328.0,61.0,53.0,20.0,711.0,12.0,30.0,887,17,True,2,,,,,,42.0,,,,,,,
71,nixos-shell,Mic92/nixos-shell,Simple headless VM configuration using Nix (similar to Vagrant).,virtualisation,https://github.com/Mic92/nixos-shell,https://github.com/Mic92/nixos-shell,MIT,2018-04-03 21:46:23,2026-02-01 04:35:04,2026-02-01 04:35:03,213.0,26.0,39.0,17.0,77.0,11.0,44.0,822,17,True,2,2024-08-14 06:20:05,2.0.0,,,5.0,23.0,,,,,,,
72,jupyenv,tweag/jupyenv,Declarative and reproducible Jupyter environments - powered by Nix.,development,https://github.com/tweag/jupyenv,https://github.com/tweag/jupyenv,MIT,2018-12-18 10:10:58,2026-02-01 00:20:01,2024-12-03 01:17:10,594.0,,146.0,30.0,368.0,38.0,170.0,730,17,False,2,2023-01-31 21:35:49,0.1.0,,,1.0,39.0,,,,,,,
73,services-flake,juspay/services-flake,A NixOS-like service configuration framework for Nix flakes.,development,https://github.com/juspay/services-flake,https://github.com/juspay/services-flake,MIT,2023-06-19 21:44:26,2026-02-01 00:40:23,2025-12-08 04:30:39,628.0,13.0,58.0,11.0,493.0,38.0,91.0,699,17,True,2,2024-12-10 12:11:02,0.4.0,,,4.0,34.0,,,,,,,
74,nurl,nix-community/nurl,Generate Nix fetcher calls from repository URLs.,command-line-tools,https://github.com/nix-community/nurl,https://github.com/nix-community/nurl,MPL-2.0,2022-12-30 02:06:33,2026-01-31 20:35:03,2026-01-31 20:35:01,806.0,100.0,10.0,2.0,405.0,11.0,10.0,676,17,True,2,2023-07-21 21:21:31,0.3.13,994.0,26.0,18.0,4.0,,16.0,16.0,,,,
75,chaotic-nyx,chaotic-cx/nyx,Daily bumped bleeding edge packages like `mesa_git` & others that arent yet in Nixpkgs. Created by the makers of..,overlays,https://github.com/chaotic-cx/nyx,https://github.com/chaotic-cx/nyx,MIT,2023-03-27 20:33:14,2025-12-08 14:39:14,2025-12-08 14:32:21,2479.0,44.0,79.0,4.0,1135.0,,128.0,650,17,True,2,,,,,,52.0,,,,,,,
76,npins,andir/npins,A simple tool for handling different types of dependencies in a Nix project.,development,https://github.com/andir/npins,https://github.com/andir/npins,EUPL-1.2,2021-07-31 15:30:32,2026-01-31 21:44:26,2026-01-31 21:44:26,344.0,30.0,35.0,11.0,125.0,25.0,49.0,465,17,True,2,2025-12-21 17:49:31,0.4.0,,,7.0,28.0,,,,,,,
77,KubeNix,hall/kubenix,A Kubernetes resource builder using Nix.,deployment-tools,https://github.com/hall/kubenix,https://github.com/hall/kubenix,MIT,2022-08-12 02:40:33,2026-01-06 04:08:18,2026-01-06 04:08:18,440.0,21.0,41.0,12.0,53.0,17.0,30.0,447,17,True,1,2024-05-06 23:34:26,0.3.0,,,3.0,26.0,,,,,,,
78,nix-fast-build,Mic92/nix-fast-build,Combine the power of nix-eval-jobs with nix-output-monitor to speed-up your evaluation and building process.,development,https://github.com/Mic92/nix-fast-build,https://github.com/Mic92/nix-fast-build,MIT,2023-09-08 08:11:43,2026-02-01 04:33:14,2026-02-01 04:33:13,404.0,69.0,26.0,4.0,250.0,12.0,28.0,445,17,True,2,2025-08-14 13:07:18,1.3.0,,,4.0,16.0,,,,,,,
79,MCP-NixOS,utensils/mcp-nixos,"An MCP server that provides AI assistants with accurate information about NixOS packages, options, Home Manager, and..",development,https://github.com/utensils/mcp-nixos,https://github.com/utensils/mcp-nixos,MIT,2025-03-20 05:05:00,2026-01-30 20:14:56,2026-01-30 20:14:49,403.0,40.0,21.0,5.0,68.0,1.0,25.0,422,17,True,2,2026-01-30 05:48:28,2.2.0,,,9.0,7.0,,1.0,1.0,,2.0,,
80,nix-eval-jobs,nix-community/nix-eval-jobs,Parallel nix evaluator with a streamable json output.,command-line-tools,https://github.com/NixOS/nix-eval-jobs,https://github.com/NixOS/nix-eval-jobs,GPL-3.0,2021-03-15 04:53:42,2026-01-28 19:35:49,2026-01-28 19:34:59,887.0,17.0,41.0,8.0,357.0,14.0,31.0,217,17,True,2,2025-12-29 16:23:40,2.33.0,,,38.0,28.0,NixOS/nix-eval-jobs,,,,,,
81,nixpkgs-vet,NixOS/nixpkgs-vet,"Tool to vet (check) Nixpkgs, including its pkgs/by-name directory.",command-line-tools,https://github.com/NixOS/nixpkgs-vet,https://github.com/NixOS/nixpkgs-vet,MIT,2024-03-16 08:35:08,2026-01-26 14:28:51,2026-01-26 14:28:51,540.0,16.0,13.0,9.0,154.0,29.0,9.0,62,17,True,2,2024-08-29 22:48:06,0.1.4,1163688.0,50595.0,5.0,14.0,,,,,,,
82,mitchellh/nixos-config,mitchellh/nixos-config,"NixOS system configurations for a development environment, primarily running in a VM on macOS with VMware Fusion.",nix-configurations,https://github.com/mitchellh/nixos-config,https://github.com/mitchellh/nixos-config,MIT,2020-05-05 05:13:41,2026-01-22 22:59:11,2026-01-22 22:59:03,415.0,10.0,242.0,41.0,22.0,8.0,20.0,2852,16,True,2,,,,,,8.0,,,,,,,
83,dev-templates,the-nix-way/dev-templates,Dev environments for numerous languages based on Nix flakes.,learning,https://github.com/the-nix-way/dev-templates,https://github.com/the-nix-way/dev-templates,MPL-2.0,2022-07-12 00:03:07,2026-01-14 15:50:46,2026-01-14 15:50:42,359.0,12.0,173.0,10.0,68.0,6.0,20.0,2147,16,True,2,,,,,,34.0,,,,,,,
84,nix-on-droid,nix-community/nix-on-droid,Nix-enabled environment for your Android device.,distributions,https://github.com/nix-community/nix-on-droid,https://github.com/nix-community/nix-on-droid,MIT,2019-03-06 18:52:50,2025-12-19 01:47:33,2025-12-06 14:25:49,460.0,1.0,123.0,31.0,133.0,105.0,207.0,1936,16,True,2,,,,,,23.0,,,,['android'],,,
85,nixos-infect,elitak/nixos-infect,Replace a running non-NixOS Linux host with NixOS.,installation-media,https://github.com/elitak/nixos-infect,https://github.com/elitak/nixos-infect,GPL-3.0,2016-04-18 22:10:28,2026-01-21 08:02:43,2026-01-21 08:02:43,189.0,24.0,276.0,15.0,168.0,52.0,36.0,1740,16,True,2,,,,,,107.0,,,,,,,
86,impermanence,nix-community/impermanence,Lets you choose what files and directories you want to keep between reboots.,nixos-modules,https://github.com/nix-community/impermanence,https://github.com/nix-community/impermanence,MIT,2020-06-04 19:42:40,2026-01-27 21:09:45,2026-01-27 21:09:29,203.0,13.0,117.0,17.0,118.0,74.0,112.0,1668,16,True,2,,,,,,37.0,,,,,,,
87,dream2nix,nix-community/dream2nix,A framework for automatically converting packages from other build systems to Nix.,development,https://github.com/nix-community/dream2nix,https://github.com/nix-community/dream2nix,MIT,2021-09-03 15:30:51,2025-12-17 06:30:15,2025-12-17 06:30:15,2444.0,6.0,142.0,11.0,831.0,173.0,128.0,1225,16,True,2,,,,,,80.0,,,,,,,
88,nix-portable,DavHau/nix-portable,"Nix - Static, Permissionless, Installation-free, Pre-configured.",installation-media,https://github.com/DavHau/nix-portable,https://github.com/DavHau/nix-portable,MIT,2021-02-08 07:12:43,2026-02-02 00:14:11,2026-01-29 15:20:03,179.0,2.0,53.0,16.0,84.0,58.0,23.0,1220,16,True,2,2024-04-15 08:53:22,012,32977.0,549.0,12.0,13.0,,,,,,,
89,flake.parts,hercules-ci/flake-parts,Minimal Nix modules framework for Flakes: split your flakes into modules and get things done with community modules.,development,https://github.com/hercules-ci/flake-parts,https://github.com/hercules-ci/flake-parts,MIT,2021-10-27 09:03:42,2026-02-01 23:35:47,2026-01-11 12:41:02,435.0,28.0,67.0,19.0,187.0,61.0,60.0,1179,16,True,2,,,,,,24.0,,,,,,,
90,nix-index,nix-community/nix-index,Quickly locate Nix packages with specific files.,command-line-tools,https://github.com/nix-community/nix-index,https://github.com/nix-community/nix-index,,2017-02-10 15:50:02,2025-08-25 09:19:14,2025-08-25 09:19:14,321.0,,68.0,7.0,173.0,70.0,52.0,1177,16,True,2,2025-07-17 14:30:55,0.1.9,,,6.0,34.0,,28.0,28.0,,,,
91,morph,DBCDK/morph,A tool for managing existing NixOS hosts.,deployment-tools,https://github.com/DBCDK/morph,https://github.com/DBCDK/morph,MIT,2018-09-24 08:05:12,2025-11-24 09:26:17,2025-11-24 09:26:09,406.0,3.0,68.0,26.0,149.0,53.0,60.0,1007,16,True,2,2024-10-23 08:41:20,1.8.0,,,10.0,33.0,,,,,,,
92,Arion,hercules-ci/arion,Run `docker-compose` with help from Nix/NixOS.,development,https://github.com/hercules-ci/arion,https://github.com/hercules-ci/arion,Apache-2.0,2018-12-17 16:25:48,2026-01-05 02:46:15,2026-01-05 02:46:15,453.0,11.0,55.0,13.0,132.0,92.0,54.0,842,16,True,2,2024-12-11 12:03:22,0.2.2.0,,,3.0,31.0,,,,,,,
93,lorri,nix-community/lorri,A much better `nix-shell` for development that augments direnv.,development,https://github.com/nix-community/lorri,https://github.com/nix-community/lorri,Apache-2.0,2021-01-24 15:10:38,2025-04-19 22:07:58,2025-03-26 18:44:46,1144.0,,25.0,8.0,86.0,24.0,50.0,841,16,True,2,2024-08-16 16:11:14,1.7.1,,,7.0,59.0,,,,,,,
94,node2nix,svanderburg/node2nix,Generate Nix expression from a `package.json` (or `package-lock.json`) (to be stored as files).,programming-languages,https://github.com/svanderburg/node2nix,https://github.com/svanderburg/node2nix,MIT,2014-09-18 20:32:04,2024-11-18 23:19:58,2023-01-12 19:28:09,277.0,,97.0,7.0,90.0,118.0,124.0,579,16,False,2,2022-04-20 14:28:23,node2nix-1.11.0,,,16.0,49.0,,13.0,13.0,,,,
95,nixpkgs-fmt,nix-community/nixpkgs-fmt,Nix code formatter for nixpkgs.,command-line-tools,https://github.com/nix-community/nixpkgs-fmt,https://github.com/nix-community/nixpkgs-fmt,Apache-2.0,2019-05-02 19:38:08,2024-07-24 11:56:52,2024-07-24 11:56:51,527.0,,33.0,9.0,210.0,32.0,89.0,564,16,False,2,,,,,,30.0,,149.0,149.0,,,,
96,nixpkgs-update,nix-community/nixpkgs-update,Semi-automatic updating of nixpkgs packages.,development,https://github.com/nix-community/nixpkgs-update,https://github.com/nix-community/nixpkgs-update,CC0-1.0,2017-11-03 02:25:28,2026-02-01 22:45:26,2026-01-30 23:35:56,1109.0,15.0,87.0,16.0,222.0,107.0,182.0,562,16,True,2,,,,,,58.0,,,,,,,
97,nixos-facter,nix-community/nixos-facter,Declarative hardware configuration for NixOS.,nixos-modules,https://github.com/nix-community/nixos-facter,https://github.com/nix-community/nixos-facter,,2024-06-12 08:51:04,2026-02-01 04:29:35,2026-01-31 04:08:17,546.0,207.0,13.0,12.0,294.0,44.0,54.0,549,16,True,2,2025-12-30 04:15:59,0.4.3,,,6.0,13.0,,,,,,,
98,treefmt-nix,numtide/treefmt-nix,"A formatter that allows formatting all your project files with a single command, all via a single `.nix` file.",development,https://github.com/numtide/treefmt-nix,https://github.com/numtide/treefmt-nix,MIT,2022-09-23 09:13:45,2026-01-29 12:58:27,2026-01-29 12:58:27,536.0,42.0,149.0,10.0,353.0,41.0,75.0,537,16,True,2,,,,,,132.0,,,,,,,
99,NixOS Search,NixOS/nixos-search,Search NixOS packages and options.,discovery,https://github.com/NixOS/nixos-search,https://github.com/NixOS/nixos-search,MIT,2020-03-28 04:16:53,2026-02-01 00:16:22,2026-01-25 09:50:06,581.0,42.0,146.0,10.0,665.0,130.0,308.0,517,16,True,1,,,,,,107.0,,,,,,,
100,Makes,fluidattacks/makes,"A Nix-based CI/CD pipeline framework for building, testing, and releasing projects in any language, from anywhere.",devops,https://github.com/fluidattacks/makes,https://github.com/fluidattacks/makes,MIT,2021-06-21 17:03:36,2025-09-01 18:51:09,2025-07-30 20:07:31,1434.0,,44.0,8.0,1003.0,27.0,408.0,497,16,True,1,2024-08-12 19:34:11,24.09,173.0,3.0,25.0,27.0,,,,,,,
101,Self Host Blocks,ibizaman/selfhostblocks,Modular server management based on NixOS modules and focused on best practices.,nixos-modules,https://github.com/ibizaman/selfhostblocks,https://github.com/ibizaman/selfhostblocks,AGPL-3.0,2022-12-17 23:39:16,2026-02-01 22:53:07,2026-01-25 11:22:52,971.0,90.0,14.0,10.0,494.0,85.0,51.0,412,16,True,2,2026-01-12 10:44:15,0.7.2,,,24.0,13.0,,,,,,,
102,android-nixpkgs,tadfisher/android-nixpkgs,Nix-packaged Android SDK.,programming-languages,https://github.com/tadfisher/android-nixpkgs,https://github.com/tadfisher/android-nixpkgs,MIT,2018-10-21 06:17:39,2026-02-01 20:26:41,2026-02-01 20:26:20,2045.0,70.0,46.0,5.0,63.0,29.0,34.0,405,16,True,2,,,,,,18.0,,,,['android'],,,
103,cabal2nix,NixOS/cabal2nix,Converts a Cabal file into a Nix build expression.,programming-languages,https://github.com/NixOS/cabal2nix,https://github.com/NixOS/cabal2nix,,2011-08-05 15:31:37,2026-01-26 15:06:39,2026-01-25 11:38:45,2670.0,21.0,157.0,13.0,360.0,76.0,250.0,394,16,True,2,,,,,,134.0,,,,,,,
104,nixos-cli,nix-community/nixos-cli,A unified NixOS tooling replacement for nixos-* utilities.,command-line-tools,https://github.com/nix-community/nixos-cli,https://github.com/nix-community/nixos-cli,GPL-3.0,2023-06-26 18:21:45,2026-02-01 06:34:02,2026-02-01 06:33:44,593.0,57.0,9.0,6.0,120.0,4.0,40.0,345,16,True,2,2025-11-09 12:19:57,0.15.0,,,16.0,9.0,,,,,,,
105,flake-checker,DeterminateSystems/flake-checker,Health checks for your Nix flakes.,command-line-tools,https://github.com/DeterminateSystems/flake-checker,https://github.com/DeterminateSystems/flake-checker,Apache-2.0,2023-05-19 13:36:34,2026-01-27 15:06:18,2026-01-05 15:55:55,692.0,21.0,8.0,6.0,202.0,2.0,11.0,312,16,True,2,2026-01-08 12:47:32,0.2.11,2086.0,65.0,33.0,12.0,,1.0,1.0,,,,
106,gomod2nix,nix-community/gomod2nix,Convert applications using Go modules to Nix expressions.,programming-languages,https://github.com/nix-community/gomod2nix,https://github.com/nix-community/gomod2nix,MIT,2020-12-03 13:56:10,2026-01-19 11:49:21,2025-12-29 14:51:15,327.0,6.0,70.0,1.0,173.0,36.0,43.0,296,16,True,2,2025-08-27 11:32:40,1.7.0,,,9.0,28.0,,7.0,7.0,,,,
107,nixidy,arnarg/nixidy,Kubernetes GitOps with Nix and Argo CD.,devops,https://github.com/arnarg/nixidy,https://github.com/arnarg/nixidy,MIT,2023-12-11 11:40:00,2026-01-29 10:40:24,2026-01-29 10:39:27,231.0,32.0,14.0,5.0,42.0,4.0,33.0,277,16,True,1,2025-12-11 13:41:42,0.18.1,,,20.0,12.0,,2.0,2.0,,,,
108,haskell-flake,srid/haskell-flake,A `flake-parts` Nix module for Haskell development.,programming-languages,https://github.com/srid/haskell-flake,https://github.com/srid/haskell-flake,MIT,2022-05-30 13:01:57,2026-02-01 23:36:45,2026-02-01 23:36:43,476.0,11.0,26.0,9.0,287.0,38.0,92.0,223,16,True,2,2024-06-24 17:17:26,0.5.0,,,5.0,17.0,,,,['haskell'],,,
109,nix-cargo-integration,yusdacra/nix-cargo-integration,Library to easily and effortlessly integrate Cargo projects with Nix.,programming-languages,https://github.com/90-008/nix-cargo-integration,https://github.com/90-008/nix-cargo-integration,MIT,2021-04-10 22:16:35,2026-02-01 06:39:34,2026-02-01 06:39:33,2393.0,89.0,23.0,3.0,74.0,5.0,84.0,214,16,True,2,,,,,,15.0,90-008/nix-cargo-integration,,,['rust'],,,
110,flake-checker-action,DeterminateSystems/flake-checker-action,A GitHub Action that performs health checks for your Nix flake.lock files.,github-actions,https://github.com/DeterminateSystems/flake-checker-action,https://github.com/DeterminateSystems/flake-checker-action,MIT,2023-06-05 11:10:57,2026-01-28 17:15:00,2026-01-28 17:15:00,165.0,14.0,5.0,2.0,91.0,,7.0,78,16,True,3,2025-07-15 02:38:22,12,,,12.0,4.0,,1587.0,1587.0,,,,
111,nil,oxalica/nil,"NIx Language server, an incremental analysis assistent for writing in Nix.",development,https://github.com/oxalica/nil,https://github.com/oxalica/nil,Apache-2.0,2022-07-19 08:55:08,2025-12-10 00:33:51,2025-12-10 00:33:51,550.0,1.0,59.0,8.0,69.0,28.0,92.0,1780,15,True,2,2025-06-13 06:48:41,2025-06-13,,,17.0,31.0,,,,,,,
112,proxmox-nixos,SaumonNet/proxmox-nixos,"The Proxmox Hypervisor, on NixOS.",virtualisation,https://github.com/SaumonNet/proxmox-nixos,https://github.com/SaumonNet/proxmox-nixos,AGPL-3.0,2024-02-18 13:54:11,2026-01-31 14:45:15,2026-01-31 14:45:14,589.0,54.0,63.0,18.0,146.0,25.0,49.0,1174,15,True,2,,,,,,19.0,,,,,,,
113,Zero to Nix,DeterminateSystems/zero-to-nix,"A beginners guide to Nix, providing step-by-step tutorials and explanations.",learning,https://github.com/DeterminateSystems/zero-to-nix,https://github.com/DeterminateSystems/zero-to-nix,,2022-11-07 18:38:33,2026-02-01 02:16:02,2026-01-28 18:54:44,1596.0,31.0,82.0,13.0,374.0,37.0,74.0,1173,15,True,2,,,,,,55.0,,,,,,,
114,cachix,cachix/cachix,Command line client for Nix binary cache hosting.,development,https://github.com/cachix/cachix,https://github.com/cachix/cachix,,2018-02-25 19:55:01,2026-01-30 23:19:47,2026-01-30 18:14:21,1374.0,37.0,53.0,10.0,344.0,119.0,249.0,998,15,True,2,,,,,,21.0,,,,,,,
115,nix-topology,oddlama/nix-topology,Generate infrastructure and network diagrams directly from your NixOS configuration.,nixos-modules,https://github.com/oddlama/nix-topology,https://github.com/oddlama/nix-topology,MIT,2024-04-03 20:05:49,2026-02-01 22:03:42,2026-02-01 22:03:42,301.0,86.0,42.0,11.0,101.0,9.0,16.0,849,15,True,2,,,,,,26.0,,,,,,,
116,nixbsd,nixos-bsd/nixbsd,An unofficial NixOS fork with a FreeBSD kernel.,distributions,https://github.com/nixos-bsd/nixbsd,https://github.com/nixos-bsd/nixbsd,MIT,2023-12-24 23:35:29,2026-01-14 18:59:50,2026-01-14 18:59:13,343.0,10.0,31.0,25.0,15.0,15.0,21.0,842,15,True,2,,,,,,7.0,,,,,,,
117,statix,oppiliappan/statix,A linter/fixer to check for and fix antipatterns in Nix code.,command-line-tools,https://github.com/oppiliappan/statix,https://github.com/oppiliappan/statix,MIT,2021-10-24 12:42:29,2026-01-30 02:40:28,2025-10-16 06:31:33,283.0,,29.0,7.0,72.0,39.0,43.0,814,15,True,2,2023-09-09 11:41:50,0.5.8,,,6.0,20.0,,,,,,,
118,KuberNix,saschagrunert/kubernix,Single-dependency Kubernetes clusters via Nix packages.,deployment-tools,https://github.com/saschagrunert/kubernix,https://github.com/saschagrunert/kubernix,MIT,2019-09-22 16:33:58,2023-01-25 11:05:38,2021-11-16 12:25:22,1036.0,,26.0,9.0,1179.0,17.0,8.0,797,15,False,2,2019-11-14 10:07:35,0.2.0,72.0,0.0,3.0,8.0,,51.0,51.0,,,,
119,nix2container,nlewo/nix2container,An archive-less dockerTools.buildImage implementation.,deployment-tools,https://github.com/nlewo/nix2container,https://github.com/nlewo/nix2container,Apache-2.0,2021-12-23 09:45:34,2026-01-03 08:48:06,2026-01-03 08:48:05,222.0,12.0,69.0,14.0,89.0,48.0,54.0,781,15,True,2,,,,,,30.0,,,,,,,
120,compose2nix,aksiksi/compose2nix,Generate a NixOS config from a Docker Compose project.,development,https://github.com/aksiksi/compose2nix,https://github.com/aksiksi/compose2nix,MIT,2023-11-01 01:22:49,2026-01-12 00:18:15,2026-01-12 00:14:55,260.0,3.0,13.0,4.0,48.0,9.0,40.0,766,15,True,2,2025-11-03 13:53:54,0.3.3,,,20.0,5.0,,,,,,,
121,robotnix,nix-community/robotnix,A declarative and reproducible build system for Android (AOSP) images.,development,https://github.com/nix-community/robotnix,https://github.com/nix-community/robotnix,,2019-06-20 15:20:44,2026-02-01 12:47:07,2026-02-01 12:46:23,2100.0,66.0,83.0,13.0,216.0,62.0,72.0,750,15,True,2,,,,,,31.0,,,,['android'],,,
122,rnix-lsp,nix-community/rnix-lsp,A syntax-checking language server for Nix.,development,https://github.com/nix-community/rnix-lsp,https://github.com/nix-community/rnix-lsp,MIT,2018-08-19 08:43:21,2024-01-15 11:53:04,2022-11-27 13:18:38,176.0,,38.0,12.0,75.0,17.0,21.0,712,15,False,2,,,,,,24.0,,36.0,36.0,,,,
123,flake-utils-plus,gytis-ivaskevicius/flake-utils-plus,A lightweight Nix library flake for painless NixOS flake configuration.,development,https://github.com/gytis-ivaskevicius/flake-utils-plus,https://github.com/gytis-ivaskevicius/flake-utils-plus,MIT,2021-03-13 13:37:12,2025-02-03 13:57:30,2025-02-03 13:57:20,317.0,,45.0,5.0,95.0,4.0,57.0,548,15,True,2,2024-07-02 21:31:57,1.5.1,,,9.0,23.0,,,,,,,
124,kclejeune/system,kclejeune/system,"Declarative system configurations using nixOS, nix-darwin, and home-manager.",nix-configurations,https://github.com/kclejeune/system,https://github.com/kclejeune/system,MIT,2020-07-02 06:19:11,2026-02-01 08:08:48,2026-01-30 22:31:42,1300.0,74.0,42.0,5.0,398.0,,11.0,512,15,True,3,,,,,,9.0,,,,,,,
125,nix-minecraft,Infinidoge/nix-minecraft,An attempt to better support Minecraft-related content for the Nix ecosystem.,nixos-modules,https://github.com/Infinidoge/nix-minecraft,https://github.com/Infinidoge/nix-minecraft,MIT,2022-04-25 05:15:48,2026-02-01 08:56:56,2026-02-01 08:56:56,1068.0,55.0,65.0,2.0,71.0,25.0,61.0,506,15,True,2,,,,,,27.0,,,,,,,
126,cargo2nix,cargo2nix/cargo2nix,Granular builds of Rust projects for Nix.,programming-languages,https://github.com/cargo2nix/cargo2nix,https://github.com/cargo2nix/cargo2nix,MIT,2019-05-13 03:27:27,2025-06-19 20:24:21,2025-06-19 20:19:13,637.0,,84.0,12.0,218.0,71.0,119.0,449,15,True,2,2025-06-19 20:23:17,0.12.0,,,15.0,42.0,,,,['rust'],,,
127,rnix-parser,nix-community/rnix-parser,A Nix parser written in Rust.,development,https://github.com/nix-community/rnix-parser,https://github.com/nix-community/rnix-parser,MIT,2018-08-11 12:29:05,2026-01-29 13:49:19,2026-01-29 13:37:44,398.0,32.0,48.0,7.0,119.0,7.0,51.0,435,15,True,2,,,,,,30.0,,2.0,2.0,,2.0,,
128,nix-mineral,cynicsketch/nix-mineral,Conveniently and reasonably harden NixOS.,nixos-modules,https://github.com/cynicsketch/nix-mineral,https://github.com/cynicsketch/nix-mineral,GPL-3.0,2024-05-10 21:02:28,2026-01-27 18:14:14,2026-01-27 18:14:00,439.0,131.0,22.0,8.0,44.0,30.0,38.0,433,15,True,2,,,,,11.0,12.0,,,,,,,
129,neovim-nightly-overlay,nix-community/neovim-nightly-overlay,Bleeding edge Neovim overlay.,overlays,https://github.com/nix-community/neovim-nightly-overlay,https://github.com/nix-community/neovim-nightly-overlay,,2020-08-23 18:25:45,2026-02-02 00:00:47,2026-02-01 00:10:53,2216.0,91.0,67.0,5.0,1065.0,2.0,90.0,400,15,True,2,,,,,,26.0,,,,,,,
130,harmonia,nix-community/harmonia,Nix binary cache implemented in Rust.,development,https://github.com/nix-community/harmonia,https://github.com/nix-community/harmonia,,2023-01-22 21:22:29,2026-01-29 22:48:03,2026-01-29 22:47:10,1496.0,365.0,29.0,2.0,779.0,9.0,19.0,388,15,True,2,2025-04-24 09:17:39,harmonia-v2.1.0,,,22.0,29.0,,2.0,2.0,,,,
131,donovanglover/nix-config,donovanglover/nix-config,"NixOS configuration with Nix Flakes, Home Manager, Stylix, and Hyprland.",nix-configurations,https://github.com/donovanglover/nix-config,https://github.com/donovanglover/nix-config,MIT,2017-10-21 09:31:19,2025-12-17 19:51:29,2025-12-17 19:38:23,3826.0,20.0,13.0,3.0,2.0,1.0,4.0,380,15,True,3,2018-12-13 04:54:01,0.2.0,,,2.0,,,,,,,,
132,omnix,juspay/omnix,A Nix companion to improve developer experience.,development,https://github.com/juspay/omnix,https://github.com/juspay/omnix,AGPL-3.0,2023-05-27 01:08:11,2026-01-05 20:13:29,2026-01-05 20:03:12,848.0,7.0,26.0,12.0,301.0,35.0,137.0,255,15,True,2,2026-01-05 20:09:06,1.3.2,,,8.0,16.0,,,,,,,
133,nix-your-shell,MercuryTechnologies/nix-your-shell,A nix and nix-shell wrapper for shells other than bash.,command-line-tools,https://github.com/MercuryTechnologies/nix-your-shell,https://github.com/MercuryTechnologies/nix-your-shell,MIT,2023-02-09 22:45:07,2026-01-28 23:39:42,2026-01-28 23:38:27,93.0,14.0,21.0,11.0,85.0,6.0,15.0,229,15,True,2,2026-01-28 23:39:43,1.4.8,265.0,7.0,17.0,13.0,,1.0,1.0,,,,
134,nix-openwrt-imagebuilder,astro/nix-openwrt-imagebuilder,Build OpenWRT images in Nix derivations.,installation-media,https://github.com/astro/nix-openwrt-imagebuilder,https://github.com/astro/nix-openwrt-imagebuilder,MIT,2022-04-27 20:38:30,2026-01-31 22:21:35,2026-01-31 22:21:06,1536.0,125.0,25.0,5.0,42.0,8.0,19.0,228,15,True,3,,,,,,13.0,,,,,,,
135,tree-sitter-nix,nix-community/tree-sitter-nix,Nix grammar for tree-sitter.,development,https://github.com/nix-community/tree-sitter-nix,https://github.com/nix-community/tree-sitter-nix,MIT,2019-03-22 10:12:10,2026-02-01 20:45:40,2025-12-03 17:15:50,188.0,3.0,47.0,2.0,115.0,20.0,29.0,223,15,True,2,,,,,,21.0,,18.0,18.0,,,,
136,nothing-but-nix,wimpysworld/nothing-but-nix,Create a 130GB Nix store in GitHub runners by ruthlessly purging unnecessary software and configuring BTRFS RAID-0 for..,github-actions,https://github.com/wimpysworld/nothing-but-nix,https://github.com/wimpysworld/nothing-but-nix,MIT,2025-05-13 15:16:25,2026-01-23 08:35:34,2026-01-23 08:34:48,87.0,13.0,7.0,1.0,32.0,,15.0,199,15,True,3,2026-01-23 08:35:34,9,,,8.0,7.0,,187.0,187.0,,,,
137,process-compose-flake,Platonic-Systems/process-compose-flake,A flake-parts module to spin up processes for development by leveraging process-compose.,devops,https://github.com/Platonic-Systems/process-compose-flake,https://github.com/Platonic-Systems/process-compose-flake,MIT,2022-12-08 17:19:30,2026-01-08 09:18:05,2026-01-08 09:18:05,173.0,11.0,28.0,8.0,65.0,13.0,26.0,178,15,True,2,2023-06-12 20:46:17,0.1.0,,,1.0,18.0,,,,,,,
